"id_arrendatario","segmento_volumen","segmento_precio","segmento_experiencia","segmento_calidad","segmento_compuesto","num_propiedades","precio_promedio","calificacion_media","es_superanfitrion","antiguedad_anos","tiempo_respuesta_hrs"
229,"Muy grande","Estándar","Veterano","Muy bueno","Muy grande Estándar Muy bueno",6,13835.8333333333,4.1,FALSE,4.90622861054073,1
230,"Mediano","Estándar","Veterano","Muy bueno","Mediano Estándar Muy bueno",2,10139,4.1,FALSE,8.07939767282683,12
231,"Muy grande","Lujo","Experimentado","Bueno","Muy grande Lujo Bueno",6,38155.1666666667,3.9,FALSE,2.0643394934976,4
232,"Grande","Premium","Veterano","Básico","Grande Premium Básico",5,33173.8,2.3,FALSE,8.21081451060917,1
233,"Grande","Premium","Experimentado","Bueno","Grande Premium Bueno",5,20542.6,3.9,FALSE,2.94318959616701,12
234,"Pequeño","Estándar","Experimentado","Básico","Pequeño Estándar Básico",1,19590,1.2,TRUE,1.57700205338809,4
235,"Mediano","Estándar","Experimentado","Básico","Mediano Estándar Básico",3,14301.6666666667,2,FALSE,2.58726899383984,1
236,"Grande","Premium","Experimentado","Básico","Grande Premium Básico",4,29431.25,1.1,TRUE,1.1170431211499,4
237,"Grande","Premium","Veterano","Básico","Grande Premium Básico",4,32139,2.2,FALSE,5.53867214236824,24
238,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",4,29882.5,3.4,FALSE,7.38945927446954,24
239,"Mediano","Estándar","Veterano","Muy bueno","Mediano Estándar Muy bueno",2,12336,4.1,FALSE,4.80219028062971,8
240,"Muy grande","Lujo","Veterano","Muy bueno","Muy grande Lujo Muy bueno",NA,NA,4.4,FALSE,4.04106776180698,12
241,"Grande","Estándar","Veterano","Básico","Grande Estándar Básico",4,16005.75,1.9,FALSE,3.12388774811773,2
242,"Mediano","Estándar","Veterano","Básico","Mediano Estándar Básico",2,19798.5,1.5,TRUE,3.81930184804928,24
243,"Muy grande","Lujo","Novato","Bueno","Muy grande Lujo Bueno",NA,NA,3.4,FALSE,0.621492128678987,48
244,"Mediano","Lujo","Veterano","Básico","Mediano Lujo Básico",2,43691,1.3,TRUE,5.11978097193703,1
245,"Grande","Premium","Experimentado","Excelente","Grande Premium Excelente",5,22860.6,4.9,FALSE,2.13826146475017,8
246,"Grande","Estándar","Veterano","Básico","Grande Estándar Básico",4,14698,1.9,FALSE,6.76522929500342,48
247,"Mediano","Premium","Veterano","Muy bueno","Mediano Premium Muy bueno",3,21335.3333333333,4.2,FALSE,6.87200547570157,2
248,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",4,33240.25,4,TRUE,3.18685831622177,48
249,"Pequeño","Premium","Veterano","Muy bueno","Pequeño Premium Muy bueno",1,29400,4.1,FALSE,8.37782340862423,12
250,"Pequeño","Premium","Veterano","Básico","Pequeño Premium Básico",1,31567,2.5,TRUE,6.8993839835729,12
251,"Mediano","Económico","Veterano","Muy bueno","Mediano Económico Muy bueno",3,9117,4.5,FALSE,4.58316221765914,24
252,"Mediano","Estándar","Veterano","Muy bueno","Mediano Estándar Muy bueno",3,17794.6666666667,4.4,FALSE,5.20465434633812,4
253,"Mediano","Estándar","Veterano","Básico","Mediano Estándar Básico",2,13800.5,2.6,TRUE,7.4031485284052,12
254,"Mediano","Premium","Veterano","Excelente","Mediano Premium Excelente",3,28351,4.9,FALSE,8.32854209445585,24
255,"Pequeño","Lujo","Veterano","Muy bueno","Pequeño Lujo Muy bueno",1,46621,4.2,TRUE,6.59548254620123,48
256,"Mediano","Lujo","Veterano","Muy bueno","Mediano Lujo Muy bueno",3,42665.6666666667,4.4,FALSE,6.17932922655715,2
257,"Mediano","Premium","Experimentado","Básico","Mediano Premium Básico",3,34780,2.6,FALSE,2.06707734428474,4
258,"Mediano","Premium","Experimentado","Básico","Mediano Premium Básico",3,25071,1.5,TRUE,1.12251882272416,48
259,"Mediano","Económico","Veterano","Básico","Mediano Económico Básico",3,7216.66666666667,1.2,TRUE,6.04243668720055,8
260,"Mediano","Premium","Veterano","Excelente","Mediano Premium Excelente",2,21524.5,4.7,FALSE,8.33949349760438,24
261,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",5,20826.4,3.5,TRUE,5.69199178644764,8
262,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",3,21106.3333333333,3.2,FALSE,5.59069130732375,1
263,"Grande","Estándar","Veterano","Básico","Grande Estándar Básico",4,13486.5,2.5,TRUE,4.94455852156057,8
264,"Mediano","Estándar","Novato","Básico","Mediano Estándar Básico",3,12303,1.6,FALSE,0.982888432580424,12
265,"Grande","Premium","Veterano","Excelente","Grande Premium Excelente",5,23717.2,4.7,FALSE,4.73100616016427,4
266,"Grande","Premium","Novato","Básico","Grande Premium Básico",4,23117,2,FALSE,0.53388090349076,12
267,"Muy grande","Lujo","Veterano","Bueno","Muy grande Lujo Bueno",NA,NA,3.7,FALSE,7.12936344969199,12
268,"Pequeño","Lujo","Experimentado","Bueno","Pequeño Lujo Bueno",1,43796,3.6,FALSE,1.90554414784394,4
269,"Grande","Lujo","Novato","Básico","Grande Lujo Básico",5,38235.2,2.7,FALSE,0.692676249144422,4
270,"Mediano","Lujo","Experimentado","Básico","Mediano Lujo Básico",2,37165,2,FALSE,2.5845311430527,8
271,"Muy grande","Premium","Veterano","Excelente","Muy grande Premium Excelente",7,28131.7142857143,5,FALSE,7.52908966461328,4
272,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",5,32372.6,3.6,FALSE,4.10951403148528,4
273,"Mediano","Lujo","Veterano","Básico","Mediano Lujo Básico",3,44746,1.6,FALSE,5.09787816563997,1
274,"Muy grande","Premium","Experimentado","Muy bueno","Muy grande Premium Muy bueno",7,28215.2857142857,4.2,FALSE,2.71047227926078,1
275,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,30036,1.9,TRUE,3.84394250513347,4
276,"Pequeño","Estándar","Experimentado","Básico","Pequeño Estándar Básico",1,18123,1.6,FALSE,1.92197125256674,8
277,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,22841,1.5,FALSE,5.73579739904175,1
278,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",2,22164.5,3.9,FALSE,4.17248459958932,4
279,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,28344.3333333333,1.9,FALSE,8.22724161533196,4
280,"Grande","Estándar","Veterano","Básico","Grande Estándar Básico",4,14786.75,1.4,TRUE,5.00752908966461,4
281,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",3,26597.6666666667,3.6,FALSE,4.7419575633128,12
282,"Grande","Premium","Experimentado","Muy bueno","Grande Premium Muy bueno",4,23613,4.3,FALSE,1.16632443531828,24
283,"Muy grande","Premium","Veterano","Bueno","Muy grande Premium Bueno",6,21455.3333333333,3.6,FALSE,3.35660506502396,1
284,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,28154,1.4,FALSE,7.01711156741958,8
285,"Grande","Premium","Veterano","Básico","Grande Premium Básico",4,29295,1.7,FALSE,5.07323750855578,24
286,"Mediano","Estándar","Veterano","Excelente","Mediano Estándar Excelente",2,13373.5,5,FALSE,3.18685831622177,4
287,"Muy grande","Premium","Experimentado","Excelente","Muy grande Premium Excelente",6,21030.5,4.8,FALSE,2.69952087611225,1
288,"Mediano","Premium","Veterano","Muy bueno","Mediano Premium Muy bueno",2,28975.5,4.3,FALSE,6.06160164271047,4
289,"Pequeño","Premium","Experimentado","Básico","Pequeño Premium Básico",1,29562,2.4,FALSE,1.27857631759069,1
290,"Pequeño","Lujo","Experimentado","Excelente","Pequeño Lujo Excelente",1,43485,5,FALSE,2.38740588637919,1
291,"Muy grande","Premium","Experimentado","Bueno","Muy grande Premium Bueno",7,29639.2857142857,3.9,FALSE,2.77891854893908,8
292,"Grande","Premium","Experimentado","Excelente","Grande Premium Excelente",5,23949.6,4.6,FALSE,1.54962354551677,8
293,"Mediano","Económico","Experimentado","Básico","Mediano Económico Básico",3,8668,2.5,FALSE,1.77686516084873,4
294,"Pequeño","Estándar","Experimentado","Excelente","Pequeño Estándar Excelente",1,18769,5,FALSE,1.73305954825462,1
295,"Pequeño","Lujo","Veterano","Básico","Pequeño Lujo Básico",1,36572,2.2,FALSE,8.34223134839151,24
296,"Grande","Premium","Experimentado","Bueno","Grande Premium Bueno",4,30934.5,3.8,TRUE,2.38740588637919,1
297,"Grande","Estándar","Veterano","Bueno","Grande Estándar Bueno",4,16478.75,4,FALSE,3.29911019849418,12
298,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",2,30324,1.9,FALSE,3.0362765229295,24
299,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",2,23391,1.7,FALSE,5.26488706365503,4
300,"Grande","Premium","Veterano","Básico","Grande Premium Básico",4,34690,2.7,FALSE,6.2861054072553,12
301,"Grande","Premium","Experimentado","Muy bueno","Grande Premium Muy bueno",4,31297.25,4.5,FALSE,2.66392881587953,12
302,"Grande","Premium","Experimentado","Bueno","Grande Premium Bueno",4,32523.25,3.4,TRUE,2.66392881587953,4
303,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,23610,1,FALSE,7.38672142368241,8
304,"Grande","Premium","Veterano","Básico","Grande Premium Básico",5,23702.6,3,FALSE,5.48117727583847,8
305,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,33395.3333333333,1.2,FALSE,3.83846680355921,4
306,"Pequeño","Premium","Experimentado","Básico","Pequeño Premium Básico",1,29458,2.5,TRUE,2.92128678986995,8
307,"Grande","Premium","Veterano","Excelente","Grande Premium Excelente",4,25561.5,5,TRUE,5.40999315537303,4
308,"Pequeño","Estándar","Experimentado","Bueno","Pequeño Estándar Bueno",1,14021,3.4,FALSE,1.30595482546201,8
309,"Muy grande","Lujo","Veterano","Básico","Muy grande Lujo Básico",NA,NA,2.7,FALSE,6.86926762491444,48
310,"Mediano","Premium","Veterano","Excelente","Mediano Premium Excelente",2,23553,4.9,FALSE,6.69952087611225,8
311,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",5,32035.2,4,TRUE,7.67145790554415,4
312,"Pequeño","Económico","Veterano","Bueno","Pequeño Económico Bueno",1,8492,3.5,FALSE,3.67419575633128,48
313,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",2,31730.5,1.6,FALSE,5.59616700889802,1
314,"Mediano","Estándar","Veterano","Básico","Mediano Estándar Básico",2,14938,1.2,FALSE,5.54688569472964,8
315,"Mediano","Lujo","Veterano","Básico","Mediano Lujo Básico",2,51966.5,1.5,FALSE,3.06365503080082,24
316,"Grande","Premium","Novato","Básico","Grande Premium Básico",4,20676,2.4,FALSE,0.752908966461328,12
317,"Mediano","Estándar","Veterano","Bueno","Mediano Estándar Bueno",3,13582.3333333333,3.2,FALSE,5.68651608487337,48
318,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",4,27315.75,3.1,FALSE,6.58726899383984,1
319,"Pequeño","Económico","Veterano","Bueno","Pequeño Económico Bueno",1,5718,3.9,FALSE,8.0684462696783,12
320,"Pequeño","Lujo","Veterano","Bueno","Pequeño Lujo Bueno",1,53407,4,TRUE,4.40520191649555,48
321,"Pequeño","Premium","Veterano","Básico","Pequeño Premium Básico",1,27348,1.3,FALSE,8.10677618069815,2
322,"Grande","Premium","Experimentado","Bueno","Grande Premium Bueno",5,31396,3.6,FALSE,2.60643394934976,8
323,"Grande","Estándar","Veterano","Básico","Grande Estándar Básico",4,18414.25,3,FALSE,5.64818617385353,1
324,"Muy grande","Premium","Veterano","Básico","Muy grande Premium Básico",8,31858.875,1.6,TRUE,3.9233401779603,24
325,"Grande","Premium","Veterano","Básico","Grande Premium Básico",4,26402.75,2.2,FALSE,7.13210130047912,1
326,"Muy grande","Lujo","Novato","Bueno","Muy grande Lujo Bueno",NA,NA,3.7,TRUE,0.955509924709103,2
327,"Pequeño","Lujo","Veterano","Básico","Pequeño Lujo Básico",1,35292,1.1,FALSE,6.03696098562628,1
328,"Grande","Premium","Experimentado","Básico","Grande Premium Básico",5,26681.6,2,FALSE,2.39014373716632,2
329,"Pequeño","Lujo","Experimentado","Bueno","Pequeño Lujo Bueno",1,35420,3.7,FALSE,2.10266940451745,4
330,"Grande","Estándar","Experimentado","Excelente","Grande Estándar Excelente",4,17979.75,4.7,FALSE,2.6694045174538,1
331,"Grande","Premium","Veterano","Básico","Grande Premium Básico",4,27363,2.8,FALSE,7.8466803559206,4
332,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",5,27894.6,3.5,FALSE,3.87132101300479,1
333,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,24008.6666666667,2.3,FALSE,8.24366872005476,48
334,"Muy grande","Premium","Experimentado","Bueno","Muy grande Premium Bueno",7,21017.7142857143,3.8,FALSE,2.25051334702259,24
335,"Grande","Premium","Experimentado","Básico","Grande Premium Básico",4,27187.5,1.1,FALSE,1.64271047227926,1
336,"Mediano","Premium","Experimentado","Bueno","Mediano Premium Bueno",3,30054.3333333333,3.1,TRUE,1.15811088295688,24
337,"Mediano","Lujo","Veterano","Excelente","Mediano Lujo Excelente",2,36134.5,4.7,FALSE,6.50239561943874,1
338,"Pequeño","Premium","Experimentado","Bueno","Pequeño Premium Bueno",1,25551,3.8,FALSE,2.87200547570157,1
339,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",4,26764,4,FALSE,3.65229295003422,12
340,"Grande","Premium","Veterano","Básico","Grande Premium Básico",5,28085.8,2.9,FALSE,3.87953456536619,48
341,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,28968.6666666667,1.1,FALSE,3.59479808350445,4
342,"Muy grande","Premium","Novato","Muy bueno","Muy grande Premium Muy bueno",6,29641.5,4.2,FALSE,0.670773442847365,12
343,"Pequeño","Estándar","Veterano","Básico","Pequeño Estándar Básico",1,19141,1.3,TRUE,4.07939767282683,8
344,"Mediano","Estándar","Novato","Básico","Mediano Estándar Básico",3,10769.6666666667,2.5,FALSE,0.63791923340178,2
345,"Mediano","Premium","Veterano","Excelente","Mediano Premium Excelente",2,29305,4.7,TRUE,8.30937713894593,48
346,"Muy grande","Premium","Veterano","Excelente","Muy grande Premium Excelente",8,32630.75,4.9,FALSE,6.6694045174538,4
347,"Muy grande","Lujo","Veterano","Básico","Muy grande Lujo Básico",NA,NA,2.4,FALSE,7.98904859685147,48
348,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",2,32356.5,3.9,FALSE,7.04722792607803,4
349,"Muy grande","Lujo","Veterano","Básico","Muy grande Lujo Básico",NA,NA,2.7,FALSE,7.7015742642026,4
350,"Pequeño","Premium","Veterano","Básico","Pequeño Premium Básico",1,31056,2.7,FALSE,7.09924709103354,48
351,"Mediano","Estándar","Novato","Básico","Mediano Estándar Básico",3,10509.3333333333,1.2,TRUE,0.462696783025325,4
352,"Muy grande","Lujo","Veterano","Básico","Muy grande Lujo Básico",NA,NA,2.5,FALSE,4.05749486652977,24
353,"Mediano","Premium","Veterano","Excelente","Mediano Premium Excelente",2,20667,4.9,FALSE,7.04175222450376,12
354,"Pequeño","Estándar","Veterano","Básico","Pequeño Estándar Básico",1,18137,2.7,FALSE,3.20328542094456,4
355,"Grande","Premium","Veterano","Muy bueno","Grande Premium Muy bueno",4,30599.25,4.5,FALSE,6.84736481861739,4
356,"Mediano","Estándar","Veterano","Bueno","Mediano Estándar Bueno",2,17943.5,3.4,TRUE,4.71731690622861,48
357,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,24402.6666666667,3,FALSE,4.4435318275154,2
358,"Mediano","Premium","Veterano","Excelente","Mediano Premium Excelente",3,30204,4.9,FALSE,7.23887748117728,8
359,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,21636,1.1,FALSE,4.45722108145106,12
360,"Muy grande","Estándar","Experimentado","Básico","Muy grande Estándar Básico",6,13305,2.9,TRUE,1.11978097193703,12
361,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",4,22663.25,3.1,FALSE,5.19096509240246,1
362,"Grande","Premium","Experimentado","Básico","Grande Premium Básico",4,20340,2.9,FALSE,1.00205338809035,8
363,"Pequeño","Lujo","Veterano","Excelente","Pequeño Lujo Excelente",1,39249,4.9,FALSE,5.51950718685832,12
364,"Mediano","Estándar","Veterano","Básico","Mediano Estándar Básico",2,13163,1.6,FALSE,7.23340177960301,8
365,"Grande","Premium","Experimentado","Básico","Grande Premium Básico",5,24810.6,1.7,FALSE,1.7741273100616,1
366,"Muy grande","Premium","Veterano","Bueno","Muy grande Premium Bueno",6,25539.5,3.4,FALSE,5.87268993839836,8
367,"Mediano","Lujo","Veterano","Muy bueno","Mediano Lujo Muy bueno",2,35018,4.2,FALSE,3.29363449691992,24
368,"Mediano","Económico","Veterano","Básico","Mediano Económico Básico",2,8308,2.8,FALSE,4.63791923340178,8
369,"Pequeño","Estándar","Veterano","Excelente","Pequeño Estándar Excelente",1,12006,4.7,FALSE,3.72073921971253,4
370,"Mediano","Estándar","Veterano","Bueno","Mediano Estándar Bueno",3,15485.6666666667,3.2,FALSE,7.12388774811773,1
371,"Muy grande","Premium","Veterano","Básico","Muy grande Premium Básico",8,23083.875,2.4,FALSE,5.13347022587269,2
372,"Mediano","Estándar","Veterano","Excelente","Mediano Estándar Excelente",3,16696.3333333333,4.8,FALSE,4.63791923340178,12
373,"Grande","Estándar","Novato","Bueno","Grande Estándar Bueno",4,18067.5,3.7,TRUE,0.826830937713895,1
374,"Mediano","Estándar","Veterano","Básico","Mediano Estándar Básico",3,18741,1.6,FALSE,7.28268309377139,24
375,"Mediano","Lujo","Veterano","Básico","Mediano Lujo Básico",3,40658.3333333333,1.4,FALSE,6.18754277891855,12
376,"Muy grande","Premium","Veterano","Bueno","Muy grande Premium Bueno",6,23671.5,3.4,FALSE,7.71252566735113,24
377,"Grande","Estándar","Veterano","Bueno","Grande Estándar Bueno",4,18159.25,3.8,FALSE,4.9555099247091,1
378,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",3,26496,3.8,FALSE,7.90965092402464,48
379,"Grande","Premium","Experimentado","Básico","Grande Premium Básico",4,23156,2.5,FALSE,1.22381930184805,1
380,"Mediano","Económico","Veterano","Básico","Mediano Económico Básico",2,6819.5,1.1,TRUE,6.1492128678987,8
381,"Muy grande","Premium","Veterano","Básico","Muy grande Premium Básico",6,26543.1666666667,2.5,FALSE,4.01368925393566,8
382,"Grande","Premium","Veterano","Básico","Grande Premium Básico",5,27510,1.7,TRUE,7.20054757015743,8
383,"Mediano","Lujo","Veterano","Bueno","Mediano Lujo Bueno",2,46321,3.1,TRUE,7.35112936344969,8
384,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",3,27935.6666666667,3.1,FALSE,4.2299794661191,12
385,"Mediano","Premium","Veterano","Excelente","Mediano Premium Excelente",2,32068.5,4.8,TRUE,5.3388090349076,8
386,"Pequeño","Estándar","Veterano","Básico","Pequeño Estándar Básico",1,13093,2.4,FALSE,8.10677618069815,1
387,"Mediano","Lujo","Veterano","Básico","Mediano Lujo Básico",2,41795.5,2,FALSE,5.10609171800137,1
388,"Mediano","Estándar","Novato","Básico","Mediano Estándar Básico",2,15822.5,2.8,FALSE,0.818617385352498,12
389,"Mediano","Estándar","Veterano","Excelente","Mediano Estándar Excelente",3,18916.3333333333,4.6,FALSE,8.12320328542094,48
390,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,27791.6666666667,2.7,FALSE,3.93702943189596,12
391,"Grande","Lujo","Veterano","Bueno","Grande Lujo Bueno",4,39243,4,FALSE,6.83915126625599,48
392,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",4,25288.75,3.2,FALSE,7.0362765229295,12
393,"Pequeño","Premium","Veterano","Bueno","Pequeño Premium Bueno",1,27046,3.3,FALSE,8.1533196440794,2
394,"Mediano","Lujo","Novato","Muy bueno","Mediano Lujo Muy bueno",3,35388.3333333333,4.1,FALSE,0.536618754277892,4
395,"Pequeño","Lujo","Veterano","Muy bueno","Pequeño Lujo Muy bueno",1,36286,4.3,FALSE,7.34839151266256,12
396,"Mediano","Lujo","Veterano","Bueno","Mediano Lujo Bueno",3,35606,3.7,FALSE,6.88021902806297,8
397,"Grande","Premium","Experimentado","Básico","Grande Premium Básico",5,27940,1.2,TRUE,1.97399041752225,24
398,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",3,24366.3333333333,3.9,FALSE,3.35660506502396,8
399,"Grande","Lujo","Veterano","Básico","Grande Lujo Básico",4,37877.5,1.8,FALSE,5.90280629705681,1
400,"Pequeño","Premium","Experimentado","Básico","Pequeño Premium Básico",1,32696,1.7,TRUE,2.69678302532512,24
401,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",3,28895,2.9,TRUE,6.10814510609172,48
402,"Pequeño","Estándar","Veterano","Excelente","Pequeño Estándar Excelente",1,15358,4.6,FALSE,7.3264887063655,48
403,"Mediano","Premium","Experimentado","Básico","Mediano Premium Básico",3,20388,2.4,FALSE,1.76317590691307,2
404,"Mediano","Estándar","Experimentado","Bueno","Mediano Estándar Bueno",2,19710.5,3.6,FALSE,1.2703627652293,12
405,"Grande","Estándar","Veterano","Bueno","Grande Estándar Bueno",5,13547.6,3.9,FALSE,5.7056810403833,24
406,"Grande","Premium","Veterano","Muy bueno","Grande Premium Muy bueno",4,27996.75,4.3,FALSE,4.77481177275838,12
407,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",4,22743,4,FALSE,3.35386721423682,2
408,"Mediano","Estándar","Novato","Básico","Mediano Estándar Básico",2,19376,1.6,FALSE,0.854209445585216,8
409,"Grande","Lujo","Veterano","Bueno","Grande Lujo Bueno",4,40709.75,3.7,FALSE,7.80013689253936,2
410,"Muy grande","Lujo","Experimentado","Básico","Muy grande Lujo Básico",NA,NA,1.2,FALSE,1.65092402464066,1
411,"Mediano","Premium","Novato","Bueno","Mediano Premium Bueno",3,22192,3.6,FALSE,0.928131416837782,2
412,"Grande","Premium","Veterano","Bueno","Grande Premium Bueno",5,30292.2,3.7,FALSE,3.00889801505818,48
413,"Mediano","Premium","Experimentado","Muy bueno","Mediano Premium Muy bueno",2,28473.5,4.1,FALSE,1.90006844626968,4
414,"Mediano","Económico","Experimentado","Básico","Mediano Económico Básico",2,6748.5,3,TRUE,2.57084188911704,12
415,"Grande","Premium","Veterano","Excelente","Grande Premium Excelente",4,29866.25,4.8,FALSE,6.5160848733744,8
416,"Pequeño","Lujo","Veterano","Excelente","Pequeño Lujo Excelente",1,44704,4.7,FALSE,5.1088295687885,8
417,"Pequeño","Estándar","Experimentado","Básico","Pequeño Estándar Básico",1,10021,1.7,FALSE,2.85010266940452,2
418,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",2,24381.5,4,TRUE,4.58316221765914,48
419,"Grande","Estándar","Novato","Muy bueno","Grande Estándar Muy bueno",4,10757.5,4.1,FALSE,0.862422997946612,12
420,"Mediano","Lujo","Veterano","Excelente","Mediano Lujo Excelente",2,42969,4.7,FALSE,3.03080082135524,12
421,"Muy grande","Premium","Veterano","Básico","Muy grande Premium Básico",6,20795.8333333333,1.3,FALSE,5.90280629705681,4
422,"Muy grande","Lujo","Veterano","Bueno","Muy grande Lujo Bueno",NA,NA,3.7,TRUE,5.87542778918549,8
423,"Pequeño","Estándar","Novato","Excelente","Pequeño Estándar Excelente",1,14709,4.8,FALSE,0.947296372347707,12
424,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",2,31662.5,2.3,FALSE,6.84188911704312,12
425,"Muy grande","Lujo","Veterano","Básico","Muy grande Lujo Básico",NA,NA,2.1,FALSE,7.60848733744011,1
426,"Pequeño","Estándar","Novato","Muy bueno","Pequeño Estándar Muy bueno",1,10465,4.2,TRUE,0.87337440109514,4
427,"Mediano","Premium","Experimentado","Bueno","Mediano Premium Bueno",3,34364,3.7,TRUE,1.24298425735797,1
428,"Grande","Premium","Veterano","Muy bueno","Grande Premium Muy bueno",4,33938,4.2,FALSE,5.81519507186858,2
429,"Grande","Lujo","Experimentado","Bueno","Grande Lujo Bueno",5,41775.4,3.4,FALSE,1.47296372347707,1
430,"Muy grande","Premium","Veterano","Excelente","Muy grande Premium Excelente",7,23666.4285714286,4.8,FALSE,4.48733744010951,1
431,"Pequeño","Estándar","Veterano","Muy bueno","Pequeño Estándar Muy bueno",1,18232,4.2,FALSE,4.37234770704997,12
432,"Grande","Premium","Experimentado","Básico","Grande Premium Básico",5,23262.4,1.1,TRUE,2.74058863791923,1
433,"Pequeño","Estándar","Experimentado","Bueno","Pequeño Estándar Bueno",1,14333,3.3,TRUE,1.8425735797399,12
434,"Pequeño","Estándar","Experimentado","Bueno","Pequeño Estándar Bueno",1,12979,3.1,FALSE,2.04791238877481,1
435,"Grande","Premium","Experimentado","Bueno","Grande Premium Bueno",4,31115.5,3.3,FALSE,1.22929500342231,12
436,"Muy grande","Premium","Veterano","Básico","Muy grande Premium Básico",7,28414.7142857143,2.9,FALSE,6.0643394934976,8
437,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",2,21699,1.4,FALSE,3.45516769336071,2
438,"Mediano","Lujo","Veterano","Básico","Mediano Lujo Básico",2,45534,1.1,FALSE,3.56194387405886,24
439,"Pequeño","Lujo","Experimentado","Básico","Pequeño Lujo Básico",1,42851,1.6,FALSE,2.40930869267625,8
440,"Pequeño","Económico","Veterano","Básico","Pequeño Económico Básico",1,8161,2,FALSE,4.33401779603012,48
441,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",3,31931.3333333333,3.4,FALSE,4.05201916495551,12
442,"Grande","Premium","Experimentado","Básico","Grande Premium Básico",4,24397.75,2,FALSE,1.26762491444216,48
443,"Grande","Estándar","Veterano","Muy bueno","Grande Estándar Muy bueno",5,17764.4,4.1,TRUE,6.04517453798768,48
444,"Grande","Lujo","Veterano","Bueno","Grande Lujo Bueno",5,36499.4,3.3,FALSE,7.57289527720739,2
445,"Muy grande","Lujo","Veterano","Básico","Muy grande Lujo Básico",NA,NA,2.8,FALSE,6.35455167693361,2
446,"Grande","Lujo","Veterano","Muy bueno","Grande Lujo Muy bueno",4,37234,4.3,TRUE,8.290212183436,48
447,"Pequeño","Premium","Experimentado","Básico","Pequeño Premium Básico",1,32919,3,TRUE,2.03422313483915,1
448,"Mediano","Lujo","Veterano","Bueno","Mediano Lujo Bueno",3,40254.3333333333,3.5,FALSE,7.97809719370294,24
449,"Mediano","Estándar","Veterano","Básico","Mediano Estándar Básico",2,17592.5,2.7,FALSE,4.75564681724846,4
450,"Mediano","Premium","Veterano","Básico","Mediano Premium Básico",2,26486.5,1.6,FALSE,3.19507186858316,24
451,"Grande","Estándar","Experimentado","Básico","Grande Estándar Básico",5,14969.4,2.6,TRUE,1.27583846680356,12
452,"Mediano","Estándar","Veterano","Básico","Mediano Estándar Básico",3,19757,1.9,FALSE,4.85968514715948,12
453,"Mediano","Estándar","Veterano","Básico","Mediano Estándar Básico",3,17998.3333333333,1,FALSE,3.89048596851472,2
454,"Muy grande","Estándar","Experimentado","Excelente","Muy grande Estándar Excelente",7,19004.4285714286,4.9,FALSE,1.24845995893224,48
455,"Muy grande","Lujo","Veterano","Básico","Muy grande Lujo Básico",NA,NA,2.7,FALSE,5.24572210814511,12
456,"Muy grande","Premium","Veterano","Básico","Muy grande Premium Básico",6,32628.3333333333,1.4,TRUE,5.85352498288843,4
457,"Mediano","Premium","Veterano","Bueno","Mediano Premium Bueno",2,33788.5,3.9,FALSE,3.81382614647502,2
458,"Mediano","Lujo","Veterano","Básico","Mediano Lujo Básico",3,44122.3333333333,2.9,FALSE,3.81382614647502,4
459,"Mediano","Estándar","Novato","Básico","Mediano Estándar Básico",2,17662.5,2.5,FALSE,0.731006160164271,1
