"id_casa","ingreso_total","dias_ocupacion","ingreso_por_dia","cuartil_rentabilidad","alta_rentabilidad","tipo_vivienda","provincia_ubicacion","categoria"
1210,8872559,276,32146.9528985507,"Q4",TRUE,"Loft","Corrientes","Ultra lujo"
48,9127595,284,32139.4190140845,"Q4",TRUE,"Departamento","Córdoba","Económica"
939,9319489,290,32136.1689655172,"Q4",TRUE,"Departamento","La Pampa","Estándar"
1770,7486869,233,32132.4849785408,"Q4",TRUE,"Cabaña","CABA","Premium"
729,9060628,282,32129.8865248227,"Q4",TRUE,"Chalet","La Pampa","Ultra lujo"
2307,7646833,238,32129.5504201681,"Q4",TRUE,"Cabaña","Corrientes","Premium"
1846,6553887,204,32126.8970588235,"Q4",TRUE,"Cabaña","Salta","Estándar"
2809,5236546,163,32126.0490797546,"Q4",TRUE,"Departamento","Neuquén","Lujo"
1874,7387376,230,32119.0260869565,"Q4",TRUE,"Loft","Tucumán","Lujo"
1797,8317830,259,32115.1737451737,"Q4",TRUE,"Departamento","CABA","Lujo"
2871,9377220,292,32113.7671232877,"Q4",TRUE,"Loft","Jujuy","Económica"
2783,10339227,322,32109.400621118,"Q4",TRUE,"Loft","Córdoba","Estándar"
2480,7609567,237,32107.8776371308,"Q4",TRUE,"Departamento","Buenos Aires","Premium"
574,7127854,222,32107.4504504505,"Q4",TRUE,"Chalet","Catamarca","Lujo"
1023,9309978,290,32103.3724137931,"Q4",TRUE,"Casa","Catamarca","Lujo"
931,6001912,187,32095.7860962567,"Q4",TRUE,"Cabaña","Tucumán","Ultra lujo"
796,9981118,311,32093.6270096463,"Q4",TRUE,"Loft","La Pampa","Ultra lujo"
771,6610793,206,32091.2281553398,"Q4",TRUE,"Casa","Corrientes","Económica"
1645,10525450,328,32089.7865853659,"Q4",TRUE,"Chalet","Río Negro","Lujo"
1241,9048947,282,32088.4645390071,"Q4",TRUE,"Chalet","La Rioja","Económica"
1657,7507036,234,32081.3504273504,"Q4",TRUE,"Casa","Chaco","Económica"
1751,10650963,332,32081.2138554217,"Q4",TRUE,"Cabaña","Salta","Lujo"
2160,7634857,238,32079.231092437,"Q4",TRUE,"Departamento","Chubut","Estándar"
750,8661371,270,32079.1518518519,"Q4",TRUE,"Departamento","CABA","Ultra lujo"
2772,9747860,304,32065.3289473684,"Q4",TRUE,"Departamento","Santa Cruz","Premium"
1157,11029354,344,32062.0755813953,"Q4",TRUE,"Departamento","Neuquén","Económica"
1419,11317910,353,32062.0679886686,"Q4",TRUE,"Cabaña","La Rioja","Estándar"
2966,9553256,298,32057.9060402685,"Q4",TRUE,"Casa","Santa Fe","Ultra lujo"
2481,6121508,191,32049.780104712,"Q4",TRUE,"Departamento","CABA","Ultra lujo"
438,8461127,264,32049.7234848485,"Q4",TRUE,"Chalet","Neuquén","Premium"
2231,6438000,201,32029.8507462687,"Q4",TRUE,"Casa","Mendoza","Premium"
2109,6019003,188,32015.9734042553,"Q4",TRUE,"Loft","Santa Cruz","Estándar"
2731,6947387,217,32015.6082949309,"Q4",TRUE,"Departamento","Corrientes","Lujo"
1102,4706143,147,32014.5782312925,"Q4",TRUE,"Chalet","La Rioja","Económica"
252,9059773,283,32013.332155477,"Q3",FALSE,"Chalet","Santa Cruz","Económica"
1435,9698974,303,32009.8151815182,"Q3",FALSE,"Chalet","Catamarca","Económica"
1510,10017910,313,32006.1022364217,"Q3",FALSE,"Cabaña","La Pampa","Premium"
2128,7329309,229,32005.7161572052,"Q3",FALSE,"Chalet","Río Negro","Lujo"
2273,7073246,221,32005.6380090498,"Q3",FALSE,"Casa","CABA","Lujo"
2421,8031940,251,31999.7609561753,"Q3",FALSE,"Casa","Misiones","Estándar"
1557,9566723,299,31995.72909699,"Q3",FALSE,"Departamento","Neuquén","Ultra lujo"
2636,7038948,220,31995.2181818182,"Q3",FALSE,"Loft","Córdoba","Ultra lujo"
1531,8062751,252,31995.0436507937,"Q3",FALSE,"Chalet","Chaco","Ultra lujo"
275,7518194,235,31992.314893617,"Q3",FALSE,"Casa","Catamarca","Económica"
1273,5150650,161,31991.6149068323,"Q3",FALSE,"Chalet","Santiago del Estero","Premium"
1570,7260644,227,31985.2158590308,"Q3",FALSE,"Casa","San Juan","Ultra lujo"
359,11576945,362,31980.5110497238,"Q3",FALSE,"Cabaña","Tucumán","Premium"
654,9177824,287,31978.4808362369,"Q3",FALSE,"Departamento","La Pampa","Económica"
1189,7705576,241,31973.3443983403,"Q3",FALSE,"Cabaña","Santa Cruz","Estándar"
760,5786616,181,31970.2541436464,"Q3",FALSE,"Chalet","Santa Cruz","Premium"
712,9686304,303,31968,"Q3",FALSE,"Departamento","Catamarca","Premium"
1300,5562276,174,31967.1034482759,"Q3",FALSE,"Departamento","Entre Ríos","Lujo"
1473,7703759,241,31965.8049792531,"Q3",FALSE,"Casa","Entre Ríos","Lujo"
900,10037232,314,31965.7070063694,"Q3",FALSE,"Loft","CABA","Estándar"
1475,9173911,287,31964.8466898955,"Q3",FALSE,"Cabaña","Corrientes","Lujo"
1026,7862582,246,31961.7154471545,"Q3",FALSE,"Departamento","Jujuy","Ultra lujo"
655,5720789,179,31959.7150837989,"Q3",FALSE,"Departamento","Santa Cruz","Lujo"
819,8595777,269,31954.56133829,"Q3",FALSE,"Loft","Neuquén","Premium"
414,8499707,266,31953.7857142857,"Q3",FALSE,"Cabaña","San Juan","Económica"
134,9905613,310,31953.5903225806,"Q3",FALSE,"Casa","San Juan","Lujo"
2378,9968613,312,31950.6826923077,"Q3",FALSE,"Chalet","Formosa","Premium"
925,8370670,262,31949.1221374046,"Q3",FALSE,"Loft","Buenos Aires","Lujo"
2945,9904223,310,31949.1064516129,"Q3",FALSE,"Departamento","Entre Ríos","Lujo"
1046,6134035,192,31948.0989583333,"Q3",FALSE,"Cabaña","Misiones","Lujo"
2705,9071822,284,31943.0352112676,"Q3",FALSE,"Chalet","Salta","Estándar"
724,6292459,197,31941.4162436548,"Q3",FALSE,"Chalet","Jujuy","Económica"
1790,9358772,293,31941.2013651877,"Q3",FALSE,"Departamento","La Pampa","Económica"
2882,7985231,250,31940.924,"Q3",FALSE,"Loft","Salta","Premium"
2941,10153441,318,31929.0597484277,"Q3",FALSE,"Loft","Tucumán","Ultra lujo"
1314,8461056,265,31928.5132075472,"Q3",FALSE,"Chalet","San Luis","Ultra lujo"
902,6832131,214,31925.8457943925,"Q3",FALSE,"Chalet","Córdoba","Lujo"
2835,8236588,258,31924.7596899225,"Q3",FALSE,"Chalet","Chubut","Económica"
2662,7117633,223,31917.6367713004,"Q3",FALSE,"Chalet","Formosa","Lujo"
2335,6542806,205,31916.1268292683,"Q3",FALSE,"Departamento","La Pampa","Ultra lujo"
1268,5999722,188,31913.414893617,"Q3",FALSE,"Chalet","Santa Cruz","Estándar"
303,8551661,268,31909.1828358209,"Q3",FALSE,"Chalet","Río Negro","Ultra lujo"
282,9859760,309,31908.6084142395,"Q3",FALSE,"Departamento","Misiones","Premium"
1822,9155454,287,31900.5365853659,"Q3",FALSE,"Loft","Chaco","Ultra lujo"
1272,8325346,261,31897.877394636,"Q3",FALSE,"Chalet","CABA","Lujo"
1915,7527160,236,31894.7457627119,"Q3",FALSE,"Casa","Santa Fe","Económica"
2367,6282298,197,31889.8375634518,"Q3",FALSE,"Departamento","La Rioja","Ultra lujo"
1443,8833306,277,31889.1913357401,"Q3",FALSE,"Cabaña","Tucumán","Lujo"
736,6983248,219,31886.9771689498,"Q3",FALSE,"Casa","Río Negro","Económica"
2428,8130166,255,31883.0039215686,"Q3",FALSE,"Casa","La Rioja","Ultra lujo"
893,7811019,245,31881.7102040816,"Q3",FALSE,"Cabaña","Salta","Ultra lujo"
2724,10137830,318,31879.9685534591,"Q3",FALSE,"Departamento","San Juan","Económica"
1249,9499404,298,31877.1946308725,"Q3",FALSE,"Loft","Córdoba","Económica"
1877,10167638,319,31873.473354232,"Q3",FALSE,"Departamento","San Juan","Ultra lujo"
2022,8126244,255,31867.6235294118,"Q3",FALSE,"Casa","Tierra del Fuego","Estándar"
639,7743790,243,31867.4485596708,"Q3",FALSE,"Cabaña","Santiago del Estero","Premium"
2777,4014600,126,31861.9047619048,"Q3",FALSE,"Loft","Santiago del Estero","Premium"
1439,7263869,228,31859.0745614035,"Q3",FALSE,"Casa","La Pampa","Estándar"
1767,7900560,248,31857.0967741935,"Q3",FALSE,"Casa","Chubut","Económica"
882,9078447,285,31854.2,"Q3",FALSE,"Cabaña","Río Negro","Estándar"
2562,9427829,296,31850.7736486487,"Q3",FALSE,"Cabaña","Entre Ríos","Estándar"
2324,8821755,277,31847.4909747292,"Q3",FALSE,"Loft","Corrientes","Lujo"
1238,8757933,275,31847.0290909091,"Q3",FALSE,"Loft","San Luis","Premium"
1514,9042841,284,31840.9894366197,"Q3",FALSE,"Departamento","Santa Fe","Estándar"
1680,8501487,267,31840.7752808989,"Q3",FALSE,"Cabaña","Tierra del Fuego","Económica"
2045,8722702,274,31834.6788321168,"Q3",FALSE,"Loft","Jujuy","Premium"
1183,10026874,315,31831.346031746,"Q3",FALSE,"Cabaña","Córdoba","Estándar"
1231,7575491,238,31829.7941176471,"Q3",FALSE,"Cabaña","Tierra del Fuego","Lujo"
1142,7892732,248,31825.5322580645,"Q3",FALSE,"Casa","Santa Cruz","Ultra lujo"
2081,8717878,274,31817.0729927007,"Q3",FALSE,"Casa","Misiones","Económica"
2201,9027424,284,31786.7042253521,"Q3",FALSE,"Chalet","Santiago del Estero","Premium"
365,9853072,310,31784.1032258065,"Q3",FALSE,"Loft","Chaco","Ultra lujo"
364,10107299,318,31783.9591194969,"Q3",FALSE,"Cabaña","Santa Cruz","Ultra lujo"
1856,10991845,346,31768.338150289,"Q3",FALSE,"Loft","Mendoza","Lujo"
1149,10323073,325,31763.3015384615,"Q3",FALSE,"Casa","Formosa","Lujo"
1693,7369006,232,31762.9568965517,"Q3",FALSE,"Casa","Santiago del Estero","Lujo"
2271,6892268,217,31761.6036866359,"Q3",FALSE,"Chalet","Santa Cruz","Premium"
2545,10258314,323,31759.4860681115,"Q3",FALSE,"Loft","Neuquén","Estándar"
1390,6571181,207,31744.8357487923,"Q3",FALSE,"Casa","Chubut","Económica"
39,11015409,347,31744.6945244957,"Q3",FALSE,"Chalet","Misiones","Económica"
2895,11136190,351,31727.037037037,"Q3",FALSE,"Chalet","Córdoba","Estándar"
2808,7962380,251,31722.6294820717,"Q3",FALSE,"Cabaña","Córdoba","Económica"
2663,9991824,315,31720.0761904762,"Q3",FALSE,"Departamento","Mendoza","Estándar"
2920,4535828,143,31719.0769230769,"Q3",FALSE,"Cabaña","Tierra del Fuego","Premium"
113,8658663,273,31716.7142857143,"Q3",FALSE,"Chalet","Córdoba","Premium"
2352,7610732,240,31711.3833333333,"Q3",FALSE,"Departamento","Neuquén","Estándar"
160,6657290,210,31701.380952381,"Q3",FALSE,"Departamento","Misiones","Lujo"
2912,10015978,316,31696.1329113924,"Q3",FALSE,"Chalet","CABA","Estándar"
412,6971733,220,31689.6954545455,"Q3",FALSE,"Cabaña","Tucumán","Económica"
1542,7762348,245,31683.0530612245,"Q3",FALSE,"Departamento","Misiones","Lujo"
1589,7506908,237,31674.7172995781,"Q3",FALSE,"Cabaña","Chaco","Económica"
3000,6745770,213,31670.2816901408,"Q3",FALSE,"Chalet","Mendoza","Económica"
33,9499696,300,31665.6533333333,"Q3",FALSE,"Cabaña","Formosa","Económica"
2070,8961100,283,31664.6643109541,"Q3",FALSE,"Casa","Misiones","Lujo"
604,6965642,220,31662.0090909091,"Q3",FALSE,"Casa","Chaco","Económica"
2416,8769128,277,31657.5018050542,"Q3",FALSE,"Loft","Jujuy","Estándar"
2626,8673906,274,31656.5912408759,"Q3",FALSE,"Departamento","Corrientes","Premium"
2613,7818821,247,31655.1457489879,"Q3",FALSE,"Departamento","Entre Ríos","Estándar"
1044,8356905,264,31654.9431818182,"Q3",FALSE,"Casa","Córdoba","Lujo"
778,6456843,204,31651.1911764706,"Q3",FALSE,"Casa","Formosa","Económica"
2546,5760049,182,31648.6208791209,"Q3",FALSE,"Casa","Córdoba","Premium"
1143,5696526,180,31647.3666666667,"Q3",FALSE,"Chalet","Santa Fe","Ultra lujo"
2612,8164537,258,31645.492248062,"Q3",FALSE,"Departamento","Corrientes","Ultra lujo"
2441,5568632,176,31639.9545454545,"Q3",FALSE,"Loft","Catamarca","Premium"
700,7593366,240,31639.025,"Q3",FALSE,"Loft","Entre Ríos","Premium"
257,8351601,264,31634.8522727273,"Q3",FALSE,"Chalet","Entre Ríos","Premium"
1700,9897588,313,31621.6869009585,"Q3",FALSE,"Cabaña","Mendoza","Lujo"
1646,7967519,252,31617.1388888889,"Q3",FALSE,"Cabaña","Santa Fe","Estándar"
2037,10275122,325,31615.76,"Q3",FALSE,"Chalet","Formosa","Económica"
1851,10495110,332,31611.7771084337,"Q3",FALSE,"Departamento","Tierra del Fuego","Lujo"
897,7554006,239,31606.719665272,"Q3",FALSE,"Departamento","Misiones","Estándar"
129,9196205,291,31602.0790378007,"Q3",FALSE,"Cabaña","San Juan","Ultra lujo"
244,7205123,228,31601.4166666667,"Q3",FALSE,"Chalet","La Rioja","Lujo"
868,9290413,294,31600.0442176871,"Q3",FALSE,"Loft","Santa Cruz","Estándar"
1535,6381445,202,31591.3118811881,"Q3",FALSE,"Chalet","Neuquén","Estándar"
1930,7676598,243,31590.9382716049,"Q3",FALSE,"Cabaña","Chubut","Lujo"
1406,8654007,274,31583.9671532847,"Q3",FALSE,"Casa","La Rioja","Premium"
2916,8653741,274,31582.996350365,"Q3",FALSE,"Chalet","Neuquén","Económica"
749,7231836,229,31580.0698689956,"Q3",FALSE,"Chalet","Buenos Aires","Estándar"
2719,6188472,196,31573.8367346939,"Q3",FALSE,"Casa","San Luis","Económica"
2595,6597947,209,31569.1244019139,"Q3",FALSE,"Cabaña","Buenos Aires","Ultra lujo"
2424,5303592,168,31569,"Q3",FALSE,"Casa","Catamarca","Estándar"
2042,6250148,198,31566.404040404,"Q3",FALSE,"Casa","Neuquén","Estándar"
1626,7385098,234,31560.2478632479,"Q3",FALSE,"Departamento","Buenos Aires","Estándar"
2563,8835395,280,31554.9821428571,"Q3",FALSE,"Cabaña","Neuquén","Premium"
2408,7003622,222,31547.8468468468,"Q3",FALSE,"Loft","Neuquén","Premium"
1276,7002918,222,31544.6756756757,"Q3",FALSE,"Cabaña","Formosa","Económica"
2097,7254759,230,31542.4304347826,"Q3",FALSE,"Loft","Jujuy","Premium"
1639,8484681,269,31541.5650557621,"Q3",FALSE,"Casa","San Juan","Estándar"
2584,7128317,226,31541.2256637168,"Q3",FALSE,"Chalet","Salta","Estándar"
1857,9996520,317,31534.7634069401,"Q3",FALSE,"Casa","Santa Cruz","Económica"
103,6401402,203,31534,"Q3",FALSE,"Loft","Buenos Aires","Premium"
527,6463870,205,31531.0731707317,"Q3",FALSE,"Departamento","La Rioja","Estándar"
463,6684581,212,31531.0424528302,"Q3",FALSE,"Cabaña","Formosa","Premium"
906,7850608,249,31528.546184739,"Q3",FALSE,"Chalet","La Pampa","Estándar"
2567,8952817,284,31524.0035211268,"Q3",FALSE,"Casa","Santiago del Estero","Económica"
2166,8635174,274,31515.2335766423,"Q3",FALSE,"Loft","Entre Ríos","Ultra lujo"
1891,8981753,285,31514.9228070175,"Q3",FALSE,"Loft","Mendoza","Económica"
1543,8003235,254,31508.7992125984,"Q3",FALSE,"Loft","Tierra del Fuego","Premium"
756,8473290,269,31499.219330855,"Q3",FALSE,"Chalet","San Luis","Económica"
2387,8504704,270,31498.9037037037,"Q3",FALSE,"Loft","Misiones","Premium"
339,8788064,279,31498.4372759857,"Q3",FALSE,"Casa","Tierra del Fuego","Estándar"
431,6960818,221,31496.9140271493,"Q3",FALSE,"Cabaña","Catamarca","Estándar"
2182,6330793,201,31496.4825870647,"Q3",FALSE,"Loft","Misiones","Premium"
1898,8913436,283,31496.2402826855,"Q3",FALSE,"Loft","La Pampa","Premium"
2354,8566642,272,31495.0073529412,"Q3",FALSE,"Casa","Salta","Premium"
2673,10865210,345,31493.3623188406,"Q3",FALSE,"Chalet","Formosa","Lujo"
2101,6360896,202,31489.5841584158,"Q3",FALSE,"Casa","Chubut","Lujo"
1909,7210504,229,31486.9170305677,"Q3",FALSE,"Chalet","Santa Fe","Premium"
1760,9413981,299,31484.8862876254,"Q3",FALSE,"Departamento","Río Negro","Lujo"
2043,6737357,214,31482.976635514,"Q3",FALSE,"Departamento","Neuquén","Lujo"
2532,8689136,276,31482.3768115942,"Q3",FALSE,"Casa","Santa Cruz","Lujo"
596,10545851,335,31480.152238806,"Q3",FALSE,"Cabaña","Río Negro","Económica"
1131,8781473,279,31474.8136200717,"Q3",FALSE,"Cabaña","Neuquén","Premium"
1637,7075392,225,31446.1866666667,"Q3",FALSE,"Cabaña","Río Negro","Premium"
383,7734946,246,31442.8699186992,"Q3",FALSE,"Cabaña","Santa Fe","Premium"
1717,8111711,258,31440.7403100775,"Q3",FALSE,"Casa","Neuquén","Estándar"
991,7514191,239,31440.129707113,"Q3",FALSE,"Departamento","Neuquén","Lujo"
442,8142637,259,31438.7528957529,"Q3",FALSE,"Cabaña","Corrientes","Ultra lujo"
1545,7072936,225,31435.2711111111,"Q3",FALSE,"Chalet","Chaco","Económica"
2756,7638621,243,31434.6543209877,"Q3",FALSE,"Casa","Jujuy","Económica"
1430,6035376,192,31434.25,"Q3",FALSE,"Loft","Santa Cruz","Ultra lujo"
1633,8172306,260,31431.9461538462,"Q3",FALSE,"Departamento","San Luis","Estándar"
2381,9303057,296,31429.2466216216,"Q3",FALSE,"Loft","San Luis","Ultra lujo"
1875,7573929,241,31427.0912863071,"Q3",FALSE,"Loft","Río Negro","Lujo"
1462,6442402,205,31426.3512195122,"Q3",FALSE,"Departamento","La Pampa","Estándar"
933,8107634,258,31424.9379844961,"Q3",FALSE,"Casa","Santa Cruz","Económica"
643,6724307,214,31421.9953271028,"Q3",FALSE,"Departamento","Santiago del Estero","Estándar"
2949,7729234,246,31419.6504065041,"Q3",FALSE,"Cabaña","La Pampa","Premium"
494,8954125,285,31417.9824561404,"Q3",FALSE,"Casa","Tucumán","Estándar"
1423,6880223,219,31416.5433789954,"Q3",FALSE,"Casa","Chaco","Económica"
2859,7194164,229,31415.5633187773,"Q3",FALSE,"Loft","Misiones","Económica"
349,6345860,202,31415.1485148515,"Q3",FALSE,"Loft","Formosa","Económica"
1248,9140752,291,31411.5189003436,"Q3",FALSE,"Loft","San Luis","Premium"
1136,7883917,251,31410.0278884462,"Q3",FALSE,"Casa","Santa Cruz","Lujo"
1489,6595670,210,31407.9523809524,"Q3",FALSE,"Departamento","La Pampa","Estándar"
2744,9231890,294,31400.9863945578,"Q3",FALSE,"Loft","Santa Cruz","Premium"
1629,5713881,182,31394.9505494506,"Q3",FALSE,"Loft","Córdoba","Estándar"
27,9732351,310,31394.6806451613,"Q3",FALSE,"Casa","Tucumán","Ultra lujo"
2487,7877611,251,31384.9043824701,"Q3",FALSE,"Loft","La Pampa","Lujo"
1243,3671413,117,31379.5982905983,"Q3",FALSE,"Chalet","La Pampa","Ultra lujo"
2204,6683557,213,31378.2018779343,"Q3",FALSE,"Casa","Buenos Aires","Premium"
205,5585174,178,31377.3820224719,"Q3",FALSE,"Departamento","Tucumán","Premium"
1190,5302512,169,31375.8106508876,"Q3",FALSE,"Loft","La Pampa","Estándar"
2553,10130814,323,31364.7492260062,"Q3",FALSE,"Loft","Jujuy","Lujo"
209,6398375,204,31364.5833333333,"Q3",FALSE,"Departamento","Mendoza","Premium"
1703,8655792,276,31361.5652173913,"Q3",FALSE,"Departamento","San Luis","Lujo"
315,9062435,289,31357.9065743945,"Q3",FALSE,"Loft","Río Negro","Premium"
624,6458285,206,31350.8980582524,"Q3",FALSE,"Departamento","Buenos Aires","Premium"
139,9090205,290,31345.5344827586,"Q3",FALSE,"Cabaña","Jujuy","Ultra lujo"
1954,9120572,291,31342.1718213058,"Q3",FALSE,"Cabaña","Jujuy","Premium"
1125,7428036,237,31341.9240506329,"Q3",FALSE,"Departamento","Salta","Económica"
993,9182755,293,31340.4607508532,"Q3",FALSE,"Chalet","Buenos Aires","Estándar"
1360,7426333,237,31334.7383966245,"Q3",FALSE,"Loft","Chubut","Lujo"
2651,6985494,223,31325.0852017937,"Q3",FALSE,"Departamento","La Pampa","Económica"
621,10524764,336,31323.7023809524,"Q3",FALSE,"Chalet","Tierra del Fuego","Económica"
332,8269265,264,31322.9734848485,"Q3",FALSE,"Cabaña","Tucumán","Estándar"
2435,8299680,265,31319.5471698113,"Q3",FALSE,"Casa","Tucumán","Estándar"
1153,8330910,266,31319.2105263158,"Q3",FALSE,"Casa","La Pampa","Premium"
2990,6608185,211,31318.4123222749,"Q3",FALSE,"Departamento","La Rioja","Lujo"
2478,11493210,367,31316.6485013624,"Q3",FALSE,"Loft","Formosa","Estándar"
855,10020842,320,31315.13125,"Q3",FALSE,"Departamento","San Luis","Lujo"
1734,8267142,264,31314.9318181818,"Q3",FALSE,"Casa","Entre Ríos","Estándar"
673,10114625,323,31314.6284829721,"Q3",FALSE,"Casa","Santa Fe","Lujo"
1519,9486604,303,31308.9240924092,"Q3",FALSE,"Cabaña","Buenos Aires","Lujo"
2032,6164966,197,31294.2436548223,"Q3",FALSE,"Casa","Salta","Premium"
2111,8949863,286,31293.2272727273,"Q3",FALSE,"Chalet","Tierra del Fuego","Lujo"
640,5976829,191,31292.2984293194,"Q3",FALSE,"Loft","Misiones","Lujo"
2281,7071197,226,31288.482300885,"Q3",FALSE,"Casa","Chaco","Lujo"
1708,4379193,140,31279.95,"Q3",FALSE,"Casa","Formosa","Lujo"
12,7349240,235,31273.3617021277,"Q3",FALSE,"Cabaña","Tucumán","Lujo"
1166,6847299,219,31266.2054794521,"Q3",FALSE,"Cabaña","Formosa","Estándar"
1600,9285127,297,31263.0538720539,"Q3",FALSE,"Loft","Santiago del Estero","Lujo"
1203,7690700,246,31263.0081300813,"Q3",FALSE,"Cabaña","La Rioja","Económica"
564,8124080,260,31246.4615384615,"Q3",FALSE,"Cabaña","Salta","Ultra lujo"
2580,10685188,342,31243.2397660819,"Q3",FALSE,"Chalet","Formosa","Económica"
1409,6873120,220,31241.4545454545,"Q3",FALSE,"Loft","La Rioja","Ultra lujo"
2785,7996564,256,31236.578125,"Q3",FALSE,"Cabaña","Buenos Aires","Estándar"
1763,7558936,242,31235.2727272727,"Q3",FALSE,"Departamento","San Luis","Estándar"
2500,8057765,258,31231.6472868217,"Q3",FALSE,"Cabaña","La Pampa","Ultra lujo"
341,8025411,257,31227.280155642,"Q3",FALSE,"Cabaña","La Rioja","Estándar"
1561,6587013,211,31218.0710900474,"Q3",FALSE,"Loft","Catamarca","Estándar"
975,6774312,217,31218.0276497696,"Q3",FALSE,"Loft","San Luis","Económica"
98,5993398,192,31215.6145833333,"Q3",FALSE,"Cabaña","Jujuy","Estándar"
2507,8957220,287,31209.8257839721,"Q3",FALSE,"Chalet","Corrientes","Económica"
892,9954273,319,31204.6175548589,"Q3",FALSE,"Loft","Tucumán","Estándar"
2635,7394585,237,31200.7805907173,"Q3",FALSE,"Cabaña","Salta","Estándar"
509,8049549,258,31199.8023255814,"Q3",FALSE,"Departamento","San Luis","Ultra lujo"
2495,6331007,203,31187.2266009852,"Q3",FALSE,"Cabaña","Formosa","Lujo"
2450,8139205,261,31184.69348659,"Q3",FALSE,"Casa","Salta","Lujo"
1412,8575385,275,31183.2181818182,"Q3",FALSE,"Chalet","Corrientes","Económica"
792,9448177,303,31182.102310231,"Q3",FALSE,"Cabaña","Santiago del Estero","Económica"
302,8542812,274,31178.1459854015,"Q3",FALSE,"Casa","Salta","Premium"
2917,9166257,294,31177.7448979592,"Q3",FALSE,"Chalet","Misiones","Lujo"
2840,8011382,257,31172.6926070039,"Q3",FALSE,"Cabaña","Santa Fe","Estándar"
455,8946483,287,31172.4146341463,"Q3",FALSE,"Casa","Entre Ríos","Económica"
2653,7137237,229,31166.9737991266,"Q3",FALSE,"Cabaña","Santa Fe","Económica"
2900,10908351,350,31166.7171428571,"Q3",FALSE,"Chalet","Mendoza","Lujo"
865,7230508,232,31165.9827586207,"Q3",FALSE,"Casa","Santa Fe","Premium"
56,6451227,207,31165.347826087,"Q3",FALSE,"Loft","Formosa","Ultra lujo"
1396,7322562,235,31159.8382978723,"Q3",FALSE,"Chalet","Santa Cruz","Lujo"
2913,8413061,270,31159.4851851852,"Q3",FALSE,"Cabaña","Corrientes","Premium"
1919,5951348,191,31158.890052356,"Q3",FALSE,"Casa","Córdoba","Lujo"
2597,6761376,217,31158.4147465438,"Q3",FALSE,"Casa","Santiago del Estero","Económica"
58,5389292,173,31151.9768786127,"Q3",FALSE,"Departamento","Neuquén","Lujo"
2192,7942752,255,31148.0470588235,"Q3",FALSE,"Departamento","Formosa","Premium"
2946,8438582,271,31138.6789667897,"Q3",FALSE,"Loft","Entre Ríos","Económica"
218,8592513,276,31132.2934782609,"Q3",FALSE,"Chalet","Santa Fe","Estándar"
1438,7065703,227,31126.4449339207,"Q3",FALSE,"Casa","Corrientes","Estándar"
2118,5104506,164,31125.0365853659,"Q3",FALSE,"Departamento","Chaco","Lujo"
2291,5415316,174,31122.5057471264,"Q3",FALSE,"Departamento","La Rioja","Estándar"
1449,7965846,256,31116.5859375,"Q3",FALSE,"Casa","Entre Ríos","Lujo"
1067,7654600,246,31116.2601626016,"Q3",FALSE,"Casa","Corrientes","Estándar"
2692,7342853,236,31113.7838983051,"Q3",FALSE,"Chalet","Buenos Aires","Estándar"
1365,9362553,301,31104.8272425249,"Q3",FALSE,"Departamento","Catamarca","Premium"
2984,10046816,323,31104.693498452,"Q3",FALSE,"Loft","Corrientes","Ultra lujo"
999,4757756,153,31096.4444444444,"Q3",FALSE,"Casa","Mendoza","Económica"
2049,9608429,309,31095.2394822006,"Q3",FALSE,"Cabaña","CABA","Premium"
154,5317117,171,31094.2514619883,"Q3",FALSE,"Departamento","Santa Cruz","Ultra lujo"
1597,7960083,256,31094.07421875,"Q3",FALSE,"Casa","Catamarca","Económica"
366,9233549,297,31089.3905723906,"Q3",FALSE,"Casa","La Rioja","Ultra lujo"
1055,8300574,267,31088.2921348315,"Q3",FALSE,"Departamento","Tierra del Fuego","Estándar"
535,11129001,358,31086.594972067,"Q3",FALSE,"Cabaña","Neuquén","Ultra lujo"
120,8268446,266,31084.3834586466,"Q3",FALSE,"Cabaña","La Pampa","Estándar"
2014,6030121,194,31083.0979381443,"Q3",FALSE,"Loft","Misiones","Premium"
59,11375678,366,31081.087431694,"Q3",FALSE,"Departamento","Tucumán","Premium"
1263,7799398,251,31073.2988047809,"Q3",FALSE,"Departamento","CABA","Premium"
1007,7301225,235,31069.0425531915,"Q3",FALSE,"Chalet","Córdoba","Premium"
2453,7114226,229,31066.4890829694,"Q3",FALSE,"Casa","Santa Cruz","Premium"
1232,5871469,189,31065.9735449735,"Q3",FALSE,"Loft","Tierra del Fuego","Lujo"
588,8294233,267,31064.543071161,"Q3",FALSE,"Cabaña","CABA","Premium"
1997,9629589,310,31063.1903225806,"Q3",FALSE,"Loft","Misiones","Lujo"
2028,4535116,146,31062.4383561644,"Q3",FALSE,"Chalet","Neuquén","Premium"
1478,7855564,253,31049.6600790514,"Q3",FALSE,"Loft","Catamarca","Ultra lujo"
202,11269590,363,31045.7024793388,"Q3",FALSE,"Chalet","Entre Ríos","Económica"
314,9157977,295,31043.9898305085,"Q3",FALSE,"Departamento","La Rioja","Lujo"
2826,10679023,344,31043.6715116279,"Q3",FALSE,"Chalet","Santa Cruz","Premium"
2764,8069559,260,31036.7653846154,"Q3",FALSE,"Cabaña","San Luis","Lujo"
276,9558897,308,31035.3798701299,"Q3",FALSE,"Departamento","La Pampa","Ultra lujo"
