"id_alquila","sexo","edad","provincia_nacimiento","cantidad_alquileres","calificacion_media","fecha_registro","nivel_verificacion","idiomas_hablados","preferencia_ubicacion"
794,"Femenino",42,"San Juan",14,1.6,2022-07-20,"Básico","Español","Tucumán"
795,"Masculino",33,"Santiago del Estero",34,4.9,2022-10-25,"Intermedio","Español,Portugués","La Pampa"
796,"Masculino",50,"La Rioja",49,3.9,2023-09-13,"Intermedio","Español,Inglés","Buenos Aires"
797,"Femenino",51,"Córdoba",10,3.9,2023-01-23,"Básico","Español,Inglés","Tucumán"
798,"Femenino",21,"Buenos Aires",42,1.5,2022-07-07,"Básico","Español","CABA"
799,"Masculino",32,"Santa Cruz",36,2.1,2019-03-06,"Intermedio","Español,Portugués","Córdoba"
800,"Femenino",24,"Salta",41,2.2,2019-09-18,"Intermedio","Español","Tucumán"
801,"Masculino",33,"CABA",48,1.8,2024-06-20,"Intermedio","Español","Jujuy"
802,"Masculino",51,"Formosa",1,3.7,2021-10-17,"Completo","Español,Portugués","La Rioja"
803,"Masculino",29,"Formosa",32,3.6,2020-11-22,"Completo","Español,Portugués","Chubut"
804,"Masculino",42,"Entre Ríos",13,2.9,2021-01-03,"Básico","Español,Inglés","Buenos Aires"
805,"Femenino",54,"CABA",31,2.1,2023-07-02,"Básico","Español","La Pampa"
806,"Masculino",45,"Santa Fe",50,3.3,2019-05-23,"Básico","Español","Catamarca"
807,"Masculino",61,"San Juan",50,3.9,2020-05-13,"Básico","Español,Inglés","Córdoba"
808,"Masculino",58,"San Juan",16,2.9,2021-05-23,"Intermedio","Español,Inglés","Tierra del Fuego"
809,"Masculino",46,"Neuquén",29,1.8,2019-11-09,"Intermedio","Español","Santa Cruz"
810,"Femenino",39,"Misiones",17,2.7,2020-04-12,"Completo","Español","Tierra del Fuego"
811,"Femenino",20,"Río Negro",35,4.7,2024-10-23,"Completo","Español,Inglés,Portugués","Catamarca"
812,"Masculino",39,"La Pampa",29,3.9,2023-10-30,"Intermedio","Español,Portugués","Mendoza"
813,"Masculino",56,"Salta",47,4.8,2024-09-27,"Completo","Español","Chubut"
814,"Femenino",27,"San Luis",11,1.2,2023-06-16,"Intermedio","Español,Inglés","CABA"
815,"Masculino",21,"Corrientes",17,1.6,2023-10-11,"Básico","Español","Catamarca"
816,"Masculino",19,"Catamarca",4,2.8,2021-11-20,"Intermedio","Español,Inglés,Portugués","La Rioja"
817,"Masculino",43,"Tucumán",16,1.6,2024-01-20,"Completo","Español,Inglés","Buenos Aires"
818,"Masculino",65,"Chubut",8,4.3,2023-01-14,"Intermedio","Español,Portugués","Río Negro"
819,"Masculino",55,"Corrientes",15,2.9,2020-09-07,"Intermedio","Español","Santa Fe"
820,"Masculino",19,"San Luis",28,3.5,2021-09-09,"Completo","Español,Inglés","Corrientes"
821,"Masculino",41,"Neuquén",49,1.6,2024-05-11,"Intermedio","Español","CABA"
822,"Femenino",19,"Chaco",25,1.5,2023-02-01,"Completo","Español,Portugués","Tucumán"
823,"Femenino",18,"Santiago del Estero",37,2.4,2023-12-25,"Completo","Español","Neuquén"
824,"Masculino",38,"Formosa",5,3.6,2020-07-08,"Intermedio","Español,Portugués","Río Negro"
825,"Masculino",34,"La Rioja",40,3,2024-07-28,"Básico","Español","Corrientes"
826,"Femenino",25,"Chubut",0,4.6,2022-03-30,"Básico","Español,Inglés,Portugués","Santa Fe"
827,"Masculino",31,"Mendoza",40,1,2020-10-18,"Completo","Español,Inglés,Portugués","San Luis"
828,"Femenino",18,"Santa Fe",45,1.8,2024-05-14,"Completo","Español,Inglés,Portugués","Santiago del Estero"
829,"Femenino",68,"San Luis",48,3.8,2024-12-12,"Intermedio","Español","San Juan"
830,"Femenino",36,"Mendoza",9,2.9,2019-06-02,"Completo","Español,Inglés","Neuquén"
831,"Femenino",64,"CABA",39,3.7,2021-10-11,"Intermedio","Español","Neuquén"
832,"Masculino",55,"La Rioja",3,2.9,2019-07-25,"Intermedio","Español,Portugués","Río Negro"
833,"Femenino",21,"Río Negro",3,1.7,2024-01-14,"Intermedio","Español","Santiago del Estero"
834,"Masculino",50,"La Pampa",15,2.3,2022-12-30,"Intermedio","Español,Inglés,Portugués","Santiago del Estero"
835,"Femenino",30,"Corrientes",20,4.5,2020-04-29,"Completo","Español,Portugués","Entre Ríos"
836,"Femenino",25,"Mendoza",24,3.6,2020-04-22,"Completo","Español,Portugués","La Pampa"
837,"Femenino",50,"Tucumán",45,4.7,2019-01-17,"Intermedio","Español","La Pampa"
838,"Femenino",48,"Jujuy",9,3.6,2022-08-11,"Intermedio","Español","Entre Ríos"
839,"Femenino",67,"Corrientes",34,1.6,2019-12-12,"Completo","Español,Portugués","Chubut"
840,"Femenino",30,"Jujuy",3,4.7,2024-08-29,"Completo","Español","Formosa"
841,"Femenino",69,"San Luis",4,2.2,2022-06-27,"Intermedio","Español,Inglés,Portugués","CABA"
842,"Masculino",55,"Tierra del Fuego",31,1.8,2020-12-15,"Completo","Español","Formosa"
843,"Femenino",43,"San Luis",25,3.9,2022-11-05,"Intermedio","Español,Portugués","Chubut"
844,"Masculino",29,"Santa Cruz",17,3,2022-01-25,"Básico","Español,Inglés,Portugués","Tucumán"
845,"Femenino",24,"Tucumán",25,3.5,2023-08-19,"Básico","Español,Portugués","Córdoba"
846,"Femenino",42,"Mendoza",18,4.7,2023-03-28,"Intermedio","Español,Inglés,Portugués","La Rioja"
847,"Femenino",57,"Río Negro",36,4.5,2019-03-05,"Intermedio","Español,Portugués","Chubut"
848,"Femenino",42,"San Juan",4,1.7,2023-04-08,"Básico","Español","San Luis"
849,"Masculino",26,"Chubut",0,1.5,2021-11-03,"Intermedio","Español,Portugués","San Juan"
850,"Masculino",44,"San Juan",19,4.5,2024-11-01,"Básico","Español,Inglés","Formosa"
851,"Femenino",34,"Chaco",49,1.9,2022-02-24,"Completo","Español","La Rioja"
852,"Femenino",33,"Santiago del Estero",12,1.4,2020-08-31,"Completo","Español","Buenos Aires"
853,"Femenino",30,"Neuquén",14,4.9,2021-03-22,"Básico","Español,Inglés","La Pampa"
854,"Masculino",49,"Salta",24,2.4,2023-10-30,"Básico","Español","Río Negro"
855,"Femenino",59,"Tucumán",6,2.3,2024-02-06,"Intermedio","Español","Misiones"
856,"Femenino",62,"Corrientes",2,1.3,2019-01-22,"Básico","Español,Inglés","CABA"
857,"Femenino",64,"CABA",4,1.2,2021-11-09,"Básico","Español","Salta"
858,"Masculino",57,"Catamarca",47,1.5,2020-05-27,"Intermedio","Español","Catamarca"
859,"Femenino",48,"Santiago del Estero",28,2.6,2024-05-18,"Completo","Español","Formosa"
860,"Masculino",65,"Santiago del Estero",25,3.3,2024-09-04,"Intermedio","Español","San Juan"
861,"Femenino",25,"Tucumán",27,3.1,2022-05-08,"Completo","Español,Inglés","Neuquén"
862,"Masculino",63,"Catamarca",8,4.7,2020-07-29,"Básico","Español,Portugués","Buenos Aires"
863,"Masculino",53,"Jujuy",16,4.4,2019-04-09,"Intermedio","Español","La Rioja"
864,"Femenino",18,"Córdoba",16,3.3,2019-12-25,"Completo","Español,Inglés","Tucumán"
865,"Femenino",66,"CABA",6,4.8,2024-07-08,"Básico","Español,Inglés,Portugués","Misiones"
866,"Femenino",26,"Misiones",35,1.9,2024-12-15,"Completo","Español,Inglés","Misiones"
867,"Femenino",21,"Corrientes",2,4.3,2019-05-05,"Intermedio","Español","Santiago del Estero"
868,"Masculino",18,"Salta",9,1.7,2022-11-07,"Básico","Español,Inglés,Portugués","Corrientes"
869,"Masculino",66,"Formosa",39,2.5,2020-05-17,"Intermedio","Español","Tierra del Fuego"
870,"Masculino",64,"Neuquén",13,4.1,2019-11-25,"Básico","Español","Chaco"
871,"Masculino",56,"Santa Cruz",6,1.9,2021-04-02,"Intermedio","Español,Inglés,Portugués","Córdoba"
872,"Femenino",40,"Córdoba",18,2.8,2019-07-22,"Completo","Español,Inglés","Santa Cruz"
873,"Femenino",42,"San Juan",27,1.9,2019-07-17,"Básico","Español,Portugués","La Rioja"
874,"Femenino",24,"Misiones",35,3.4,2024-11-29,"Intermedio","Español,Portugués","Catamarca"
875,"Masculino",20,"La Pampa",15,3.6,2024-04-15,"Intermedio","Español,Inglés,Portugués","Santiago del Estero"
876,"Femenino",37,"Formosa",3,3.8,2021-06-16,"Completo","Español","Entre Ríos"
877,"Masculino",18,"Jujuy",37,4.8,2023-11-13,"Básico","Español","Jujuy"
878,"Femenino",24,"La Pampa",2,2.9,2023-09-30,"Intermedio","Español,Inglés","Santa Fe"
879,"Femenino",46,"Santiago del Estero",48,1.1,2019-09-04,"Básico","Español,Inglés","CABA"
880,"Masculino",43,"Buenos Aires",42,4,2022-01-04,"Completo","Español,Portugués","San Juan"
881,"Femenino",65,"Santiago del Estero",42,2.2,2024-06-11,"Intermedio","Español","San Luis"
882,"Femenino",31,"Chubut",49,4.3,2024-11-04,"Completo","Español,Portugués","Mendoza"
883,"Femenino",54,"Buenos Aires",50,1.3,2020-06-16,"Básico","Español,Inglés,Portugués","Buenos Aires"
884,"Masculino",31,"Misiones",11,1.2,2020-04-03,"Intermedio","Español,Inglés,Portugués","Misiones"
885,"Femenino",61,"Tucumán",16,4.7,2023-02-27,"Completo","Español,Inglés,Portugués","Chaco"
886,"Femenino",65,"Misiones",26,1.1,2024-12-19,"Intermedio","Español,Portugués","San Juan"
887,"Masculino",46,"Neuquén",47,2.9,2023-01-04,"Intermedio","Español","La Rioja"
888,"Femenino",61,"Catamarca",14,3.3,2021-07-22,"Intermedio","Español,Inglés,Portugués","Neuquén"
889,"Femenino",23,"Santiago del Estero",17,3.9,2021-01-09,"Básico","Español,Inglés","San Juan"
890,"Femenino",39,"Río Negro",33,4.7,2021-04-14,"Básico","Español,Inglés","Entre Ríos"
891,"Masculino",31,"Santa Fe",33,3.5,2022-06-03,"Intermedio","Español,Inglés,Portugués","La Rioja"
892,"Masculino",42,"La Pampa",41,2.2,2024-08-07,"Completo","Español,Portugués","Mendoza"
893,"Masculino",57,"Tucumán",33,3.6,2019-06-16,"Básico","Español,Inglés,Portugués","Santa Cruz"
894,"Femenino",68,"Santa Cruz",34,4.3,2020-09-06,"Completo","Español","Río Negro"
895,"Femenino",63,"Neuquén",1,3.8,2022-04-22,"Completo","Español","San Luis"
896,"Masculino",20,"San Luis",38,1.7,2019-04-21,"Completo","Español,Portugués","Misiones"
897,"Masculino",27,"Chaco",23,2.9,2022-11-11,"Completo","Español","Tierra del Fuego"
898,"Femenino",66,"Córdoba",46,3.3,2022-11-23,"Completo","Español,Inglés,Portugués","Catamarca"
899,"Masculino",68,"Chaco",15,3.5,2022-09-22,"Básico","Español","San Juan"
900,"Masculino",34,"Buenos Aires",4,4.5,2019-08-26,"Intermedio","Español,Portugués","Santiago del Estero"
901,"Femenino",23,"Chubut",18,1.9,2021-03-06,"Básico","Español,Inglés","Chaco"
902,"Masculino",58,"San Juan",49,3.3,2021-12-20,"Completo","Español,Portugués","Formosa"
903,"Masculino",21,"La Pampa",18,1.3,2019-12-09,"Intermedio","Español,Portugués","Tierra del Fuego"
904,"Femenino",67,"Formosa",25,1.9,2022-11-17,"Intermedio","Español,Inglés","Formosa"
905,"Masculino",38,"Buenos Aires",49,2.7,2023-07-18,"Básico","Español,Portugués","La Pampa"
906,"Masculino",37,"CABA",44,2.8,2021-09-11,"Básico","Español","Chaco"
907,"Masculino",64,"Chubut",47,3.4,2021-11-06,"Completo","Español,Inglés","Buenos Aires"
908,"Femenino",64,"Tucumán",37,4.9,2022-05-19,"Básico","Español,Portugués","Santiago del Estero"
909,"Masculino",39,"Chaco",3,4.1,2022-02-28,"Intermedio","Español,Inglés","Río Negro"
910,"Femenino",65,"Catamarca",31,3.2,2023-10-26,"Intermedio","Español,Portugués","Entre Ríos"
911,"Masculino",39,"San Juan",12,3.4,2024-06-23,"Completo","Español,Portugués","La Rioja"
912,"Masculino",34,"San Juan",2,4,2020-12-28,"Completo","Español","Tierra del Fuego"
913,"Femenino",36,"Buenos Aires",48,2.4,2024-11-26,"Completo","Español,Inglés,Portugués","Salta"
914,"Masculino",45,"Buenos Aires",21,1.7,2022-03-20,"Completo","Español,Inglés","Tierra del Fuego"
915,"Masculino",47,"Tucumán",33,1.7,2019-04-08,"Intermedio","Español,Portugués","Tierra del Fuego"
916,"Femenino",66,"Santa Cruz",46,4.6,2021-09-24,"Básico","Español","Mendoza"
917,"Femenino",25,"San Luis",45,1.2,2020-04-20,"Básico","Español,Portugués","Neuquén"
918,"Femenino",68,"La Pampa",33,3,2020-07-31,"Intermedio","Español,Inglés","La Pampa"
919,"Masculino",66,"Chaco",8,2.7,2020-01-12,"Completo","Español,Portugués","San Juan"
920,"Femenino",24,"Río Negro",4,4.4,2023-01-26,"Básico","Español,Inglés","Santa Fe"
921,"Femenino",62,"Corrientes",39,5,2022-12-03,"Básico","Español","CABA"
922,"Femenino",50,"Tierra del Fuego",33,1.8,2022-07-28,"Completo","Español,Portugués","Chaco"
923,"Masculino",37,"Tierra del Fuego",4,3.2,2020-07-20,"Completo","Español,Inglés","Tierra del Fuego"
924,"Femenino",62,"Chubut",1,2.9,2020-06-28,"Intermedio","Español,Inglés,Portugués","Mendoza"
925,"Masculino",23,"CABA",25,3.4,2023-08-11,"Completo","Español","Santa Cruz"
926,"Femenino",27,"San Luis",49,3,2022-09-18,"Básico","Español","Buenos Aires"
927,"Masculino",35,"Córdoba",1,4.6,2024-09-02,"Básico","Español,Inglés","San Luis"
928,"Masculino",26,"Neuquén",30,2.2,2024-11-17,"Básico","Español,Inglés","Santiago del Estero"
929,"Masculino",22,"San Luis",49,1.1,2022-08-16,"Completo","Español","Misiones"
930,"Femenino",62,"San Juan",30,3.1,2023-08-19,"Intermedio","Español,Inglés","CABA"
931,"Femenino",23,"Chubut",33,1.3,2024-04-28,"Completo","Español","Santa Cruz"
932,"Femenino",30,"Santiago del Estero",10,1.5,2020-03-27,"Básico","Español,Portugués","Salta"
933,"Femenino",42,"Chubut",31,3.5,2023-07-14,"Completo","Español,Inglés","Corrientes"
934,"Masculino",62,"Jujuy",17,3.3,2024-06-27,"Completo","Español,Portugués","Río Negro"
935,"Femenino",19,"CABA",13,2.7,2024-01-26,"Intermedio","Español,Inglés","Chaco"
936,"Masculino",28,"Río Negro",2,4.6,2023-04-05,"Básico","Español,Inglés","Santa Fe"
937,"Femenino",63,"Mendoza",4,2.4,2024-09-15,"Básico","Español,Portugués","Tierra del Fuego"
938,"Masculino",56,"La Pampa",13,3.3,2019-12-06,"Básico","Español,Inglés","CABA"
939,"Masculino",21,"Tierra del Fuego",40,3.1,2024-07-21,"Intermedio","Español","Tucumán"
940,"Femenino",66,"Mendoza",10,4.9,2020-02-15,"Básico","Español,Portugués","CABA"
941,"Masculino",46,"Formosa",26,2.2,2023-10-29,"Intermedio","Español,Inglés,Portugués","Misiones"
942,"Femenino",63,"Córdoba",44,2.8,2021-07-07,"Completo","Español","Tucumán"
943,"Masculino",27,"Tucumán",37,4.2,2019-12-18,"Básico","Español,Inglés,Portugués","Santiago del Estero"
944,"Femenino",33,"Chaco",32,1.2,2021-11-17,"Completo","Español,Inglés","Misiones"
945,"Masculino",45,"San Luis",8,3.5,2020-09-30,"Básico","Español,Inglés","Chubut"
946,"Femenino",47,"Río Negro",23,2.7,2019-06-18,"Intermedio","Español,Portugués","San Juan"
947,"Masculino",58,"La Pampa",39,4.2,2019-01-01,"Completo","Español,Inglés,Portugués","Corrientes"
948,"Femenino",48,"Santa Fe",10,4.2,2022-02-22,"Completo","Español,Portugués","Formosa"
949,"Femenino",26,"San Luis",32,2.4,2020-08-13,"Completo","Español,Portugués","Jujuy"
950,"Masculino",58,"Corrientes",0,1.2,2023-07-29,"Básico","Español","Tucumán"
951,"Femenino",67,"Mendoza",19,2.9,2023-04-29,"Completo","Español,Inglés","Corrientes"
952,"Masculino",67,"Santiago del Estero",48,2.2,2024-04-11,"Básico","Español,Inglés,Portugués","Río Negro"
953,"Femenino",42,"Chaco",48,3.5,2022-11-20,"Intermedio","Español,Inglés","Corrientes"
954,"Femenino",47,"Misiones",45,3.3,2023-06-08,"Básico","Español","Tucumán"
955,"Masculino",65,"Santa Cruz",26,2.8,2020-03-21,"Completo","Español,Inglés","Formosa"
956,"Masculino",26,"Tucumán",26,3.3,2022-12-19,"Completo","Español,Portugués","Santa Fe"
957,"Masculino",65,"Buenos Aires",23,3.2,2024-01-25,"Completo","Español","Santiago del Estero"
958,"Femenino",39,"Santa Fe",14,3.9,2020-02-07,"Intermedio","Español,Portugués","Misiones"
959,"Femenino",57,"San Luis",18,4.7,2022-10-07,"Básico","Español,Inglés,Portugués","La Rioja"
960,"Femenino",49,"Córdoba",48,5,2022-11-14,"Intermedio","Español,Inglés","Santa Cruz"
961,"Masculino",63,"Santa Fe",32,1.3,2024-10-29,"Completo","Español","Misiones"
962,"Masculino",44,"Chaco",40,4.3,2022-05-30,"Completo","Español,Portugués","Chubut"
963,"Femenino",22,"San Luis",27,3.5,2024-02-28,"Completo","Español,Inglés","Chaco"
964,"Masculino",48,"Formosa",11,1,2023-04-23,"Básico","Español,Inglés","Misiones"
965,"Masculino",20,"Entre Ríos",12,2.9,2020-08-31,"Básico","Español,Portugués","San Juan"
966,"Femenino",26,"Misiones",22,3.8,2020-10-27,"Intermedio","Español,Inglés,Portugués","Jujuy"
967,"Femenino",56,"Tucumán",16,1.9,2022-10-11,"Básico","Español,Inglés,Portugués","Neuquén"
968,"Femenino",63,"Misiones",48,1.6,2022-03-17,"Completo","Español","La Pampa"
969,"Masculino",38,"Catamarca",23,2.9,2021-11-15,"Completo","Español,Inglés","San Juan"
970,"Femenino",32,"La Rioja",49,1.3,2023-02-16,"Básico","Español","La Pampa"
971,"Femenino",39,"Chubut",0,4.3,2021-09-17,"Básico","Español,Inglés,Portugués","Entre Ríos"
972,"Femenino",55,"Jujuy",25,3.9,2022-01-28,"Básico","Español,Inglés,Portugués","Tucumán"
973,"Masculino",56,"Río Negro",46,1.6,2021-04-13,"Básico","Español,Inglés","San Luis"
974,"Femenino",21,"Santa Cruz",26,2.3,2020-12-11,"Intermedio","Español,Inglés,Portugués","Salta"
975,"Femenino",64,"Misiones",33,3.3,2024-04-09,"Básico","Español,Inglés","Tucumán"
976,"Masculino",52,"Tierra del Fuego",16,4.4,2022-08-03,"Básico","Español,Inglés","Tucumán"
977,"Femenino",39,"Santa Cruz",44,1.6,2019-08-26,"Básico","Español,Inglés","Catamarca"
978,"Femenino",67,"San Luis",19,3.6,2020-04-26,"Básico","Español,Inglés,Portugués","Mendoza"
979,"Masculino",30,"La Pampa",10,1.6,2019-11-18,"Completo","Español,Inglés","La Rioja"
980,"Masculino",36,"Mendoza",27,3.1,2022-05-11,"Completo","Español,Portugués","Mendoza"
981,"Masculino",39,"CABA",18,4.9,2023-08-31,"Básico","Español","Neuquén"
982,"Femenino",48,"Chubut",31,4.4,2023-10-26,"Intermedio","Español,Inglés,Portugués","La Rioja"
983,"Masculino",59,"Tierra del Fuego",14,2.7,2019-12-29,"Completo","Español,Inglés,Portugués","San Juan"
984,"Masculino",18,"Chubut",24,3.8,2023-01-15,"Intermedio","Español,Inglés,Portugués","Corrientes"
985,"Femenino",70,"La Rioja",18,4,2023-07-13,"Completo","Español,Inglés","San Juan"
986,"Femenino",34,"La Rioja",33,2.3,2022-01-26,"Básico","Español,Inglés,Portugués","La Rioja"
987,"Femenino",23,"Catamarca",28,1.3,2023-08-11,"Completo","Español,Portugués","Chaco"
988,"Femenino",59,"Córdoba",5,2.5,2022-11-07,"Completo","Español,Inglés,Portugués","Mendoza"
989,"Femenino",32,"San Luis",14,4.6,2021-02-18,"Intermedio","Español","Formosa"
990,"Femenino",60,"Formosa",36,1.8,2020-08-08,"Completo","Español,Inglés","Río Negro"
991,"Masculino",59,"Neuquén",37,4.7,2023-10-07,"Completo","Español,Portugués","Salta"
992,"Femenino",59,"Chaco",6,4.9,2022-12-03,"Completo","Español","Buenos Aires"
993,"Masculino",65,"Buenos Aires",36,2.1,2021-07-29,"Intermedio","Español,Inglés,Portugués","Misiones"
994,"Femenino",70,"Salta",38,1.8,2021-09-01,"Completo","Español,Inglés,Portugués","Misiones"
995,"Masculino",34,"CABA",42,4.5,2024-08-18,"Completo","Español,Portugués","Buenos Aires"
996,"Femenino",18,"Santa Cruz",34,3,2024-08-21,"Completo","Español,Portugués","Buenos Aires"
997,"Masculino",32,"Córdoba",11,3,2024-06-07,"Intermedio","Español,Portugués","Mendoza"
998,"Masculino",57,"Tucumán",41,2.7,2023-09-24,"Completo","Español","Santa Fe"
999,"Femenino",53,"Chaco",32,2.1,2023-06-22,"Intermedio","Español,Inglés","Santiago del Estero"
1000,"Femenino",23,"Córdoba",32,3,2021-03-08,"Completo","Español,Inglés","Formosa"
1001,"Femenino",47,"Misiones",17,4.2,2020-09-11,"Intermedio","Español,Inglés,Portugués","San Luis"
1002,"Masculino",41,"Entre Ríos",8,2.2,2020-07-18,"Básico","Español,Portugués","Río Negro"
1003,"Masculino",45,"Jujuy",48,2.6,2024-06-19,"Intermedio","Español,Portugués","Corrientes"
1004,"Masculino",32,"Buenos Aires",5,3.8,2020-10-12,"Intermedio","Español,Inglés","San Juan"
1005,"Masculino",30,"Tierra del Fuego",28,2.6,2022-11-07,"Básico","Español,Inglés,Portugués","Entre Ríos"
1006,"Femenino",52,"Formosa",20,3,2020-02-24,"Completo","Español,Portugués","Buenos Aires"
1007,"Masculino",26,"San Luis",38,4.7,2021-10-21,"Completo","Español,Inglés,Portugués","Córdoba"
1008,"Femenino",34,"Río Negro",4,1.4,2024-06-30,"Completo","Español","Jujuy"
1009,"Masculino",59,"Santa Fe",11,3.1,2024-02-26,"Intermedio","Español,Inglés","Mendoza"
1010,"Masculino",35,"Jujuy",13,4.3,2019-11-24,"Completo","Español,Inglés","Entre Ríos"
1011,"Femenino",29,"Buenos Aires",22,3.2,2020-12-22,"Completo","Español","Catamarca"
1012,"Masculino",46,"Misiones",14,4.1,2023-01-19,"Completo","Español","Río Negro"
1013,"Masculino",30,"Río Negro",20,3,2022-09-01,"Básico","Español,Portugués","Tucumán"
1014,"Femenino",60,"La Rioja",45,3.7,2021-03-08,"Completo","Español","San Luis"
1015,"Masculino",36,"Salta",48,1.8,2022-02-23,"Básico","Español","Santiago del Estero"
1016,"Femenino",44,"Santa Cruz",47,1.1,2022-07-13,"Básico","Español","Jujuy"
1017,"Masculino",32,"Misiones",20,3.3,2021-02-06,"Completo","Español,Inglés","Santa Cruz"
1018,"Masculino",28,"Santa Cruz",44,1.2,2022-09-21,"Completo","Español,Inglés,Portugués","La Pampa"
1019,"Femenino",51,"La Pampa",17,1.7,2023-06-25,"Básico","Español,Portugués","Chaco"
1020,"Masculino",19,"Tierra del Fuego",44,2.1,2021-05-31,"Intermedio","Español,Inglés","La Rioja"
1021,"Femenino",51,"Formosa",3,4.3,2020-08-03,"Completo","Español,Portugués","Tucumán"
1022,"Femenino",52,"Chubut",8,1.7,2020-02-29,"Básico","Español,Inglés,Portugués","Buenos Aires"
1023,"Masculino",63,"Jujuy",49,4.5,2024-12-18,"Completo","Español","San Juan"
1024,"Femenino",18,"Salta",30,2.9,2024-04-30,"Intermedio","Español","Neuquén"
1025,"Masculino",60,"CABA",13,4.8,2023-09-15,"Intermedio","Español,Inglés,Portugués","Río Negro"
1026,"Femenino",40,"Corrientes",10,4,2019-10-11,"Completo","Español,Portugués","Buenos Aires"
1027,"Masculino",48,"Salta",4,4.5,2024-12-28,"Intermedio","Español","Catamarca"
1028,"Masculino",34,"Entre Ríos",24,2.5,2020-03-14,"Intermedio","Español,Portugués","La Pampa"
1029,"Masculino",54,"Córdoba",1,2.2,2023-11-22,"Completo","Español","Santa Cruz"
1030,"Femenino",18,"Catamarca",45,3.8,2022-07-02,"Intermedio","Español,Portugués","Córdoba"
1031,"Femenino",53,"Santa Fe",15,3.8,2021-04-17,"Completo","Español,Inglés,Portugués","Buenos Aires"
1032,"Femenino",43,"Neuquén",36,3,2019-11-28,"Completo","Español","Córdoba"
1033,"Femenino",59,"Santa Fe",27,2.5,2019-05-10,"Completo","Español,Inglés","Entre Ríos"
1034,"Masculino",26,"La Pampa",1,3.8,2023-01-25,"Completo","Español","La Rioja"
1035,"Masculino",69,"La Rioja",47,1.4,2019-04-25,"Básico","Español","Neuquén"
1036,"Femenino",19,"Salta",39,1.5,2020-12-19,"Intermedio","Español","Santiago del Estero"
1037,"Femenino",41,"Santa Cruz",21,4.7,2024-08-02,"Intermedio","Español,Inglés","San Luis"
1038,"Masculino",53,"Santiago del Estero",47,2.5,2020-10-16,"Básico","Español,Inglés,Portugués","Santiago del Estero"
1039,"Femenino",48,"Chaco",37,3.9,2020-07-22,"Completo","Español","San Luis"
1040,"Masculino",61,"Salta",16,3.9,2019-03-24,"Intermedio","Español,Inglés","Santa Fe"
1041,"Femenino",32,"Santa Cruz",17,2.9,2023-03-27,"Completo","Español,Inglés","La Rioja"
1042,"Femenino",20,"Corrientes",5,1.2,2024-04-16,"Básico","Español,Portugués","Salta"
1043,"Femenino",37,"La Rioja",42,2.7,2024-06-25,"Intermedio","Español,Portugués","Neuquén"
1044,"Masculino",29,"Misiones",29,3.9,2019-10-04,"Intermedio","Español,Portugués","La Pampa"
1045,"Femenino",70,"Río Negro",24,2.2,2022-07-21,"Intermedio","Español,Portugués","Córdoba"
1046,"Femenino",20,"Formosa",34,2.6,2020-01-30,"Básico","Español,Portugués","Buenos Aires"
1047,"Femenino",24,"Santa Cruz",33,3.1,2020-08-24,"Básico","Español","La Pampa"
1048,"Femenino",27,"Neuquén",12,3.3,2023-12-24,"Completo","Español,Portugués","Río Negro"
1049,"Masculino",24,"Entre Ríos",1,4.9,2023-09-14,"Intermedio","Español","Tierra del Fuego"
1050,"Femenino",19,"San Luis",41,2.7,2023-06-27,"Intermedio","Español,Portugués","Entre Ríos"
1051,"Masculino",31,"Misiones",38,2.4,2024-01-30,"Intermedio","Español","Catamarca"
1052,"Femenino",19,"San Juan",50,2.5,2023-07-24,"Básico","Español,Inglés","La Pampa"
1053,"Masculino",55,"Misiones",40,2.5,2020-02-14,"Intermedio","Español,Inglés","Río Negro"
1054,"Femenino",69,"La Rioja",9,4.6,2021-11-21,"Básico","Español,Inglés,Portugués","Jujuy"
1055,"Femenino",65,"Salta",43,4.3,2022-03-21,"Básico","Español,Portugués","Jujuy"
1056,"Masculino",32,"San Juan",34,1.4,2022-05-02,"Completo","Español,Inglés","La Pampa"
1057,"Femenino",28,"Río Negro",26,3.2,2024-02-22,"Completo","Español","Chubut"
1058,"Femenino",32,"Salta",9,4.6,2022-06-30,"Completo","Español,Inglés,Portugués","Misiones"
1059,"Masculino",26,"San Luis",33,3.2,2020-09-26,"Básico","Español,Inglés","Neuquén"
1060,"Femenino",27,"Entre Ríos",22,1.1,2020-10-25,"Intermedio","Español,Portugués","Chaco"
1061,"Femenino",49,"San Luis",1,3.7,2020-02-02,"Completo","Español,Inglés,Portugués","Formosa"
1062,"Masculino",36,"Catamarca",31,4.9,2024-08-27,"Completo","Español,Inglés","La Pampa"
1063,"Masculino",35,"Catamarca",25,2,2022-11-06,"Intermedio","Español","La Pampa"
1064,"Femenino",65,"Chaco",6,4.3,2023-05-12,"Completo","Español,Inglés,Portugués","Jujuy"
1065,"Masculino",61,"Córdoba",23,1.8,2024-08-26,"Intermedio","Español,Portugués","La Pampa"
1066,"Femenino",69,"Tucumán",5,3,2020-08-19,"Básico","Español,Inglés","Chubut"
1067,"Femenino",50,"Catamarca",17,1.4,2022-02-01,"Intermedio","Español,Inglés,Portugués","Neuquén"
1068,"Masculino",28,"Catamarca",13,4.4,2021-10-22,"Completo","Español,Portugués","Catamarca"
