"id_transaccion","id_alquila","id_arrendatario","id_casa","fecha_transaccion","origen_reserva"
11461,58,626,2435,2024-03-17,"Agencia"
11462,3100,150,2800,2023-11-30,"Sitio Web"
11463,3187,778,2604,2023-11-23,"Sitio Web"
11464,1470,546,748,2024-10-10,"Teléfono"
11465,2772,701,2005,2024-02-21,"Teléfono"
11466,3907,669,1074,2023-11-27,"App Móvil"
11467,1572,565,2522,2024-11-26,"Sitio Web"
11468,2931,351,544,2023-07-16,"Sitio Web"
11469,4051,63,2469,2024-05-30,"Sitio Web"
11470,3046,382,2132,2023-01-20,"Agencia"
11471,2596,103,2257,2023-07-29,"App Móvil"
11472,1502,518,2702,2024-10-09,"Sitio Web"
11473,3663,970,1549,2023-07-11,"Sitio Web"
11474,389,488,917,2024-12-29,"Teléfono"
11475,1031,460,9,2023-05-30,"Sitio Web"
11476,3887,654,2634,2024-08-14,"Sitio Web"
11477,4573,269,1760,2023-08-17,"Teléfono"
11478,3304,341,1998,2023-03-06,"Teléfono"
11479,1523,60,545,2023-09-24,"Sitio Web"
11480,791,540,32,2023-08-20,"Sitio Web"
11481,2277,179,1925,2024-09-07,"Sitio Web"
11482,3616,515,470,2023-06-14,"App Móvil"
11483,3892,42,466,2023-04-05,"Sitio Web"
11484,97,561,103,2023-12-19,"App Móvil"
11485,3907,113,260,2024-11-06,"App Móvil"
11486,4332,828,1530,2023-01-18,"App Móvil"
11487,1725,702,1898,2024-04-08,"App Móvil"
11488,1514,746,65,2023-09-23,"Sitio Web"
11489,993,134,472,2024-11-23,"App Móvil"
11490,232,929,2160,2023-10-08,"Sitio Web"
11491,3409,90,1009,2023-06-16,"App Móvil"
11492,4236,450,475,2024-02-02,"Sitio Web"
11493,1603,36,2904,2023-01-13,"App Móvil"
11494,2927,907,1340,2024-03-26,"App Móvil"
11495,4112,346,429,2023-08-29,"App Móvil"
11496,4723,760,184,2023-05-16,"App Móvil"
11497,2082,443,2992,2024-09-17,"App Móvil"
11498,4702,729,595,2023-04-15,"Teléfono"
11499,4915,229,354,2023-10-15,"App Móvil"
11500,2928,141,374,2024-12-24,"App Móvil"
11501,640,439,923,2024-10-06,"Sitio Web"
11502,1494,857,458,2024-05-10,"Sitio Web"
11503,3132,713,1904,2024-01-30,"Sitio Web"
11504,4694,271,1821,2023-12-22,"App Móvil"
11505,991,90,413,2024-02-21,"Teléfono"
11506,480,902,1798,2024-01-06,"Sitio Web"
11507,3062,652,1511,2023-05-06,"App Móvil"
11508,1426,592,1681,2024-09-18,"Sitio Web"
11509,2030,94,134,2023-12-30,"Sitio Web"
11510,2820,919,2719,2024-12-17,"App Móvil"
11511,2538,945,1010,2023-07-19,"Sitio Web"
11512,3993,9,2356,2023-10-05,"Teléfono"
11513,3830,110,927,2024-06-12,"App Móvil"
11514,2282,360,375,2023-09-24,"Sitio Web"
11515,3356,622,2637,2023-11-03,"Teléfono"
11516,3728,368,463,2023-08-09,"Agencia"
11517,663,251,243,2024-06-22,"Sitio Web"
11518,743,174,634,2024-07-26,"App Móvil"
11519,1228,155,2884,2024-02-23,"App Móvil"
11520,1442,155,2546,2023-12-15,"Sitio Web"
11521,4269,152,2557,2023-01-06,"App Móvil"
11522,4758,548,1068,2023-02-11,"App Móvil"
11523,393,80,2556,2024-04-05,"Agencia"
11524,2903,945,1010,2024-05-18,"Sitio Web"
11525,514,408,942,2023-11-15,"Sitio Web"
11526,345,941,1679,2024-08-30,"Sitio Web"
11527,4698,418,449,2023-03-19,"App Móvil"
11528,3327,733,1630,2023-02-18,"Sitio Web"
11529,1960,550,307,2023-12-16,"Sitio Web"
11530,2668,418,449,2024-08-24,"Sitio Web"
11531,2804,179,1925,2024-07-07,"App Móvil"
11532,1503,766,1944,2023-03-20,"App Móvil"
11533,2230,291,519,2023-12-11,"App Móvil"
11534,3126,711,1067,2024-12-21,"Sitio Web"
11535,4641,796,416,2023-07-29,"Sitio Web"
11536,996,462,1378,2024-08-30,"Sitio Web"
11537,3270,725,1342,2024-06-15,"Sitio Web"
11538,2394,370,1192,2023-03-31,"Sitio Web"
11539,4258,582,1713,2024-05-18,"Sitio Web"
11540,1467,545,2738,2024-07-23,"Sitio Web"
11541,1973,624,772,2024-05-12,"App Móvil"
11542,1284,285,1542,2024-02-28,"App Móvil"
11543,3427,951,1132,2023-03-29,"App Móvil"
11544,4378,859,2294,2023-12-05,"App Móvil"
11545,3102,42,2507,2023-06-21,"Agencia"
11546,2442,585,2658,2023-07-08,"Sitio Web"
11547,1646,354,2093,2024-02-08,"App Móvil"
11548,849,1,932,2024-08-02,"Sitio Web"
11549,4472,778,1494,2023-07-12,"Sitio Web"
11550,2363,189,1151,2023-05-30,"App Móvil"
11551,3023,439,1853,2024-07-11,"Sitio Web"
11552,2192,86,1512,2023-04-12,"Sitio Web"
11553,193,563,1244,2023-06-15,"Sitio Web"
11554,359,10,2958,2024-10-01,"Sitio Web"
11555,125,555,2383,2024-09-14,"App Móvil"
11556,1920,412,1958,2024-01-20,"Sitio Web"
11557,2394,690,695,2023-12-05,"App Móvil"
11558,4248,748,2900,2024-10-12,"Teléfono"
11559,4258,21,2425,2023-06-10,"App Móvil"
11560,4626,654,2634,2023-01-11,"App Móvil"
11561,49,525,830,2024-11-14,"App Móvil"
11562,2161,10,1390,2024-08-28,"Sitio Web"
11563,3264,84,2108,2024-08-04,"Sitio Web"
11564,1131,659,828,2024-03-17,"Sitio Web"
11565,1455,993,2345,2023-05-22,"Sitio Web"
11566,2393,527,332,2024-06-07,"App Móvil"
11567,2769,564,2341,2024-11-22,"App Móvil"
11568,2181,533,1096,2024-05-10,"App Móvil"
11569,4856,295,2922,2023-11-30,"App Móvil"
11570,1135,952,807,2024-02-13,"Sitio Web"
11571,1785,898,2414,2024-05-16,"Teléfono"
11572,247,435,2388,2024-08-31,"Teléfono"
11573,2258,982,1736,2024-02-11,"Sitio Web"
11574,2668,670,2419,2023-08-06,"App Móvil"
11575,539,947,1555,2023-06-26,"Teléfono"
11576,91,826,2241,2024-06-07,"Agencia"
11577,1231,514,74,2024-08-08,"App Móvil"
11578,295,699,308,2024-12-03,"Sitio Web"
11579,1063,489,2544,2023-03-30,"Sitio Web"
11580,2306,966,362,2024-09-01,"Sitio Web"
11581,2452,450,2995,2024-10-14,"Teléfono"
11582,3348,552,2480,2023-01-05,"Sitio Web"
11583,2112,601,188,2023-11-26,"Sitio Web"
11584,3404,583,1240,2024-12-14,"App Móvil"
11585,336,24,1085,2023-10-26,"App Móvil"
11586,1062,293,415,2023-03-03,"Teléfono"
11587,4791,496,737,2023-04-07,"Sitio Web"
11588,591,714,1716,2024-04-17,"App Móvil"
11589,1613,107,656,2024-05-01,"Sitio Web"
11590,4322,96,165,2024-10-01,"Sitio Web"
11591,873,634,1752,2023-03-27,"App Móvil"
11592,3505,908,1911,2023-11-19,"App Móvil"
11593,4924,807,802,2024-05-08,"Sitio Web"
11594,3824,514,722,2024-02-14,"Sitio Web"
11595,4320,199,1031,2023-01-06,"Sitio Web"
11596,4794,153,2103,2024-09-20,"App Móvil"
11597,3098,489,611,2023-01-12,"Sitio Web"
11598,632,699,1388,2024-01-27,"Sitio Web"
11599,1041,629,2077,2024-03-13,"Sitio Web"
11600,263,342,2473,2024-01-13,"Sitio Web"
11601,3454,354,2093,2024-08-29,"Teléfono"
11602,1091,707,1272,2024-10-27,"Sitio Web"
11603,143,262,1671,2023-01-02,"Agencia"
11604,267,425,833,2023-11-08,"Sitio Web"
11605,1224,186,1425,2024-09-15,"Teléfono"
11606,4959,602,1106,2024-09-24,"App Móvil"
11607,1297,773,571,2024-05-17,"Sitio Web"
11608,1668,275,1113,2024-10-31,"App Móvil"
11609,984,515,1576,2024-09-19,"Sitio Web"
11610,144,751,548,2023-06-30,"Sitio Web"
11611,1362,238,2715,2023-09-12,"Sitio Web"
11612,1263,541,1459,2024-05-28,"Sitio Web"
11613,1642,150,823,2024-12-09,"Agencia"
11614,1898,429,2412,2023-03-05,"Sitio Web"
11615,208,645,566,2024-04-10,"Sitio Web"
11616,4559,126,1489,2023-02-19,"Sitio Web"
11617,1352,101,1786,2023-05-13,"Teléfono"
11618,1930,563,2078,2024-03-17,"App Móvil"
11619,4476,941,398,2024-12-27,"App Móvil"
11620,2972,76,2116,2023-04-17,"Sitio Web"
11621,2729,145,2087,2024-12-01,"App Móvil"
11622,153,342,1219,2024-08-21,"App Móvil"
11623,3683,222,1322,2024-03-25,"App Móvil"
11624,1567,714,136,2023-01-06,"Sitio Web"
11625,894,256,1709,2023-11-10,"Sitio Web"
11626,2989,352,2823,2023-09-08,"Sitio Web"
11627,723,743,2508,2023-02-26,"App Móvil"
11628,642,577,2580,2024-07-14,"App Móvil"
11629,279,541,2848,2023-02-28,"Sitio Web"
11630,4112,556,2903,2024-06-25,"Teléfono"
11631,3589,824,2482,2024-11-19,"Agencia"
11632,1323,539,1941,2024-01-26,"Agencia"
11633,1616,845,2906,2023-09-04,"App Móvil"
11634,4709,958,142,2024-08-07,"App Móvil"
11635,2561,996,527,2023-11-11,"Teléfono"
11636,935,481,1502,2024-12-25,"Sitio Web"
11637,3265,688,1197,2024-01-08,"Sitio Web"
11638,2700,24,2476,2024-03-13,"Teléfono"
11639,1096,822,2100,2023-09-04,"App Móvil"
11640,485,902,2429,2023-12-30,"Sitio Web"
11641,2732,995,1921,2023-02-27,"Sitio Web"
11642,1717,893,2297,2024-10-09,"App Móvil"
11643,1122,824,53,2024-03-25,"Agencia"
11644,3300,386,1111,2023-08-10,"Sitio Web"
11645,337,762,2866,2023-01-05,"Sitio Web"
11646,4202,599,1540,2023-08-23,"App Móvil"
11647,3912,930,1918,2023-02-12,"App Móvil"
11648,260,962,788,2023-06-27,"Sitio Web"
11649,4806,445,1236,2024-04-03,"Sitio Web"
11650,612,942,282,2024-02-28,"Teléfono"
11651,42,641,2918,2024-02-19,"App Móvil"
11652,2778,327,968,2024-02-07,"App Móvil"
11653,251,585,891,2024-06-30,"App Móvil"
11654,4938,483,749,2024-09-17,"App Móvil"
11655,257,589,2335,2024-06-21,"Teléfono"
11656,980,36,2904,2024-07-17,"Sitio Web"
11657,299,627,89,2024-09-08,"App Móvil"
11658,1018,585,1773,2024-10-25,"Sitio Web"
11659,4611,26,393,2023-01-06,"App Móvil"
11660,2264,102,203,2023-08-21,"App Móvil"
11661,2697,466,2045,2023-03-29,"App Móvil"
11662,1978,176,1582,2023-02-04,"App Móvil"
11663,4600,501,2672,2024-11-16,"App Móvil"
11664,4325,704,2693,2024-05-07,"App Móvil"
11665,3967,191,349,2023-07-09,"Teléfono"
11666,4231,742,2688,2023-03-16,"App Móvil"
11667,4816,251,455,2023-04-13,"App Móvil"
11668,665,535,2362,2024-08-31,"Sitio Web"
11669,3591,186,1519,2024-07-14,"Teléfono"
11670,2387,719,911,2023-02-13,"App Móvil"
11671,3058,901,1247,2023-01-29,"Sitio Web"
11672,1921,913,2534,2023-12-29,"App Móvil"
11673,2445,81,1705,2023-12-08,"Sitio Web"
11674,998,955,1274,2023-02-26,"App Móvil"
11675,4586,817,2058,2023-11-24,"App Móvil"
11676,4212,657,1508,2023-10-13,"Sitio Web"
11677,4985,352,2823,2024-04-07,"App Móvil"
11678,1854,444,1435,2023-07-20,"App Móvil"
11679,4314,680,875,2024-01-23,"App Móvil"
11680,2051,974,670,2023-06-12,"Sitio Web"
11681,634,141,1712,2024-07-07,"App Móvil"
11682,4271,591,1957,2023-01-06,"App Móvil"
11683,174,548,1068,2024-01-13,"App Móvil"
11684,268,153,886,2024-02-18,"App Móvil"
11685,431,633,1183,2024-02-22,"App Móvil"
11686,4199,383,2163,2023-04-26,"Sitio Web"
11687,525,956,293,2023-01-16,"Sitio Web"
11688,3851,972,1203,2023-06-19,"App Móvil"
11689,4607,311,1926,2024-03-13,"App Móvil"
11690,2358,342,2330,2023-12-17,"Sitio Web"
11691,2616,109,1484,2023-03-23,"Sitio Web"
11692,1501,221,1574,2024-10-01,"Teléfono"
11693,19,833,1495,2024-02-09,"Sitio Web"
11694,4821,83,1362,2023-06-14,"Sitio Web"
11695,2409,643,2324,2023-11-08,"App Móvil"
11696,2765,691,2592,2024-01-03,"App Móvil"
11697,561,215,1720,2024-02-03,"Sitio Web"
11698,3297,559,2617,2024-05-31,"App Móvil"
11699,3223,155,793,2023-01-16,"Sitio Web"
11700,1728,221,1913,2024-03-14,"Sitio Web"
11701,3717,509,1488,2024-06-21,"App Móvil"
11702,3459,262,2666,2024-09-30,"App Móvil"
11703,2932,432,2777,2023-08-26,"App Móvil"
11704,783,992,2722,2023-08-19,"App Móvil"
11705,3116,307,1953,2023-08-18,"App Móvil"
11706,833,223,2421,2024-08-11,"Sitio Web"
11707,4350,223,2300,2023-12-15,"App Móvil"
11708,1045,269,59,2023-07-16,"App Móvil"
11709,4382,950,217,2024-01-29,"App Móvil"
11710,80,351,1567,2023-03-30,"App Móvil"
11711,4645,700,2785,2024-07-29,"App Móvil"
11712,4680,294,763,2023-03-24,"Teléfono"
11713,4074,408,49,2024-05-24,"Sitio Web"
11714,2637,84,1658,2024-07-14,"Sitio Web"
11715,1056,833,2530,2023-07-07,"Sitio Web"
11716,2095,357,459,2024-05-06,"Sitio Web"
11717,4508,257,2727,2023-09-27,"App Móvil"
11718,3205,286,893,2023-07-06,"Teléfono"
11719,2489,441,724,2023-04-26,"App Móvil"
11720,4511,722,1806,2023-11-12,"Sitio Web"
11721,2288,728,1036,2023-08-30,"App Móvil"
11722,879,966,682,2024-12-05,"Sitio Web"
11723,3556,419,77,2024-04-10,"Agencia"
11724,2067,744,1947,2023-11-16,"App Móvil"
11725,3127,9,2356,2023-01-23,"App Móvil"
11726,1362,459,2434,2024-08-05,"App Móvil"
11727,4066,643,676,2023-12-18,"Teléfono"
11728,1972,694,1319,2023-09-28,"Sitio Web"
11729,2732,329,1927,2024-07-11,"App Móvil"
11730,1434,700,1303,2024-10-04,"Sitio Web"
11731,2694,322,1275,2024-12-08,"Sitio Web"
11732,2064,340,474,2023-06-05,"App Móvil"
11733,2541,992,1286,2023-07-09,"App Móvil"
11734,1283,414,1383,2023-03-07,"App Móvil"
11735,98,399,177,2024-11-24,"App Móvil"
11736,2781,426,1903,2024-07-26,"App Móvil"
11737,1537,236,1870,2024-01-18,"Teléfono"
11738,1501,174,2562,2023-03-09,"Sitio Web"
11739,1680,925,2650,2024-07-28,"Agencia"
11740,3250,339,627,2024-10-05,"Sitio Web"
11741,3271,865,156,2023-09-11,"App Móvil"
11742,4480,524,385,2024-09-03,"App Móvil"
11743,2942,108,450,2024-01-29,"Sitio Web"
11744,1090,818,2761,2024-07-09,"Sitio Web"
11745,4192,340,194,2024-12-19,"App Móvil"
11746,1319,368,518,2023-07-07,"App Móvil"
11747,4285,804,2227,2024-12-03,"App Móvil"
11748,408,599,1075,2023-12-10,"App Móvil"
11749,2790,670,692,2024-02-14,"Sitio Web"
11750,2543,253,1884,2023-04-08,"Sitio Web"
11751,2340,791,1220,2023-02-12,"Sitio Web"
11752,4987,563,1244,2024-09-04,"Sitio Web"
11753,1189,790,1313,2024-09-07,"Agencia"
11754,4082,846,440,2024-02-24,"App Móvil"
11755,2765,781,2478,2023-09-22,"Sitio Web"
11756,3124,150,100,2023-10-09,"App Móvil"
11757,4932,104,1594,2023-02-05,"App Móvil"
11758,731,899,2928,2024-07-18,"Sitio Web"
11759,4279,820,2559,2024-09-02,"Sitio Web"
11760,2811,450,475,2023-03-13,"Agencia"
11761,2272,727,2179,2023-08-10,"Sitio Web"
11762,574,936,1516,2023-05-25,"Sitio Web"
11763,600,396,350,2024-12-04,"App Móvil"
11764,4955,584,1233,2024-01-18,"App Móvil"
11765,788,212,2780,2024-06-27,"Sitio Web"
11766,4567,765,1984,2024-04-13,"App Móvil"
11767,4739,791,1220,2024-08-10,"Teléfono"
11768,4329,765,1984,2024-11-26,"Teléfono"
11769,4840,990,1194,2023-04-03,"Teléfono"
11770,197,684,268,2023-09-04,"Agencia"
11771,1537,771,1241,2023-02-09,"Sitio Web"
11772,1325,155,2546,2023-09-25,"Sitio Web"
11773,3823,585,891,2023-03-15,"Sitio Web"
11774,2383,174,634,2024-11-12,"Teléfono"
11775,2114,757,2901,2023-03-26,"Sitio Web"
11776,4778,224,1578,2023-06-14,"App Móvil"
11777,4211,941,1850,2024-09-22,"Sitio Web"
11778,2072,982,1736,2024-07-20,"App Móvil"
11779,526,34,2809,2024-09-07,"Teléfono"
11780,1904,72,1438,2024-11-20,"App Móvil"
11781,3553,719,1461,2023-10-23,"Sitio Web"
11782,2447,365,84,2024-04-02,"Sitio Web"
11783,153,76,2116,2023-05-24,"Sitio Web"
11784,4747,556,1107,2023-12-19,"Teléfono"
11785,985,136,2697,2024-06-02,"Sitio Web"
11786,2060,384,157,2023-10-21,"App Móvil"
11787,2832,847,1855,2024-07-06,"Sitio Web"
11788,4734,936,1721,2024-01-23,"Sitio Web"
11789,3292,873,721,2023-10-23,"App Móvil"
11790,2860,184,1430,2024-05-13,"Sitio Web"
11791,998,246,988,2024-01-31,"Sitio Web"
11792,3433,733,1433,2023-11-29,"App Móvil"
11793,4537,261,1683,2024-08-29,"Sitio Web"
11794,1552,616,2361,2024-02-13,"App Móvil"
11795,4048,450,1894,2024-07-15,"Sitio Web"
11796,3475,307,253,2024-05-20,"App Móvil"
11797,3544,215,1720,2023-07-07,"Teléfono"
11798,3301,524,385,2024-09-03,"Sitio Web"
11799,4946,851,1050,2024-02-15,"Teléfono"
11800,4640,815,316,2023-11-21,"Sitio Web"
11801,4724,193,1598,2024-08-23,"App Móvil"
11802,4637,89,2197,2024-09-24,"App Móvil"
11803,4999,504,2607,2024-03-23,"App Móvil"
11804,790,753,635,2023-09-11,"App Móvil"
11805,4876,333,1573,2023-06-27,"Sitio Web"
11806,2467,6,2233,2023-05-27,"Sitio Web"
11807,2133,283,2640,2024-02-06,"App Móvil"
11808,1284,342,1820,2024-02-25,"Teléfono"
11809,276,802,958,2023-02-02,"App Móvil"
11810,2046,121,2602,2023-10-01,"App Móvil"
11811,4955,924,2639,2023-08-06,"App Móvil"
11812,3554,412,2315,2023-03-20,"App Móvil"
11813,2396,126,1489,2024-04-21,"Sitio Web"
11814,3212,757,1876,2024-08-17,"App Móvil"
11815,2332,517,2687,2024-07-10,"Sitio Web"
11816,2715,216,898,2023-05-01,"Sitio Web"
11817,66,533,143,2023-05-26,"Teléfono"
11818,2871,999,1152,2023-03-30,"Sitio Web"
11819,2372,251,1635,2023-05-09,"Sitio Web"
11820,576,51,107,2023-09-20,"Sitio Web"
11821,2270,692,2268,2023-08-29,"Sitio Web"
11822,3701,171,564,2024-09-15,"Sitio Web"
11823,1658,70,285,2024-12-06,"App Móvil"
11824,2809,105,322,2024-11-19,"App Móvil"
11825,1977,803,86,2024-04-06,"Sitio Web"
11826,2580,706,40,2024-12-25,"App Móvil"
11827,2425,49,2384,2024-03-28,"Sitio Web"
11828,1212,724,2807,2023-06-09,"Sitio Web"
11829,1110,541,301,2024-02-19,"App Móvil"
11830,4107,455,21,2024-03-04,"Teléfono"
11831,3076,735,497,2023-12-31,"App Móvil"
11832,1099,167,2834,2024-06-28,"Teléfono"
11833,4574,687,1649,2024-06-03,"App Móvil"
11834,1692,396,2373,2023-06-16,"Teléfono"
11835,4861,757,2295,2024-03-16,"Sitio Web"
11836,1906,700,1071,2023-09-13,"Sitio Web"
11837,123,227,2863,2024-06-20,"App Móvil"
11838,1309,958,142,2024-12-14,"App Móvil"
11839,2159,407,36,2024-03-17,"Teléfono"
11840,17,269,956,2023-05-20,"App Móvil"
11841,3718,496,2076,2024-04-12,"Teléfono"
11842,2158,23,2185,2024-06-07,"Sitio Web"
11843,2065,382,2132,2023-12-12,"Sitio Web"
11844,1564,86,1512,2023-02-10,"Sitio Web"
11845,4657,60,2744,2023-09-17,"App Móvil"
11846,4020,170,703,2023-04-02,"Sitio Web"
11847,4611,820,2662,2024-09-23,"Sitio Web"
11848,830,788,1543,2024-10-03,"Sitio Web"
11849,4519,924,212,2023-08-13,"Teléfono"
11850,1488,40,841,2023-10-12,"Sitio Web"
11851,435,304,108,2023-01-21,"Sitio Web"
11852,1976,227,1785,2023-02-05,"Sitio Web"
11853,4716,822,1263,2023-07-02,"App Móvil"
11854,1944,380,2505,2024-05-29,"App Móvil"
11855,3737,368,2190,2023-05-09,"Teléfono"
11856,4841,682,1302,2024-09-26,"App Móvil"
11857,1495,42,466,2023-04-12,"Agencia"
11858,364,682,1302,2024-03-18,"Sitio Web"
11859,3858,122,1418,2023-11-29,"App Móvil"
11860,1654,409,2178,2024-07-30,"Sitio Web"
11861,836,439,923,2023-05-01,"Sitio Web"
11862,4092,137,2115,2023-09-20,"App Móvil"
11863,3203,698,1866,2024-08-21,"Sitio Web"
11864,4845,244,1367,2024-08-01,"Sitio Web"
11865,250,561,103,2024-04-07,"Sitio Web"
11866,624,466,2045,2024-09-12,"Sitio Web"
11867,1523,804,2227,2023-09-13,"Agencia"
11868,2095,462,1154,2023-10-26,"App Móvil"
11869,707,363,2820,2024-03-01,"Sitio Web"
11870,4573,818,1680,2024-01-21,"App Móvil"
11871,3347,692,338,2023-04-27,"App Móvil"
11872,3867,392,202,2023-12-13,"App Móvil"
11873,426,577,104,2023-04-22,"Sitio Web"
11874,4770,629,1334,2024-06-09,"Sitio Web"
11875,3929,326,279,2024-10-11,"App Móvil"
11876,843,368,463,2024-12-05,"App Móvil"
11877,3060,658,1568,2024-11-03,"App Móvil"
11878,521,746,2921,2024-02-14,"App Móvil"
11879,294,269,59,2024-01-15,"App Móvil"
11880,474,259,2959,2023-06-10,"App Móvil"
11881,141,64,2618,2023-11-15,"Sitio Web"
11882,1770,623,1755,2023-10-13,"Sitio Web"
11883,505,772,1080,2024-03-06,"App Móvil"
11884,2578,212,2780,2024-06-28,"App Móvil"
11885,3204,744,1947,2024-06-19,"Sitio Web"
11886,3337,755,1159,2023-10-15,"App Móvil"
11887,159,462,345,2024-02-05,"Sitio Web"
11888,3394,50,42,2023-10-06,"Sitio Web"
11889,878,492,1174,2024-07-17,"Teléfono"
11890,3227,106,2560,2024-12-06,"Sitio Web"
11891,4633,163,1954,2023-11-23,"Sitio Web"
11892,989,374,2275,2024-11-01,"App Móvil"
11893,296,515,1910,2024-09-04,"Sitio Web"
11894,4652,412,2315,2024-10-23,"App Móvil"
11895,2184,607,2192,2023-06-13,"App Móvil"
11896,4585,583,1240,2023-05-01,"App Móvil"
11897,3194,540,2531,2023-01-07,"App Móvil"
11898,3553,512,1471,2024-08-12,"Sitio Web"
11899,2751,83,930,2023-07-23,"Sitio Web"
11900,4096,340,474,2024-05-04,"App Móvil"
11901,4350,143,1788,2024-08-28,"Sitio Web"
11902,1788,226,2725,2024-05-19,"App Móvil"
11903,3476,707,1230,2023-12-23,"Teléfono"
11904,779,972,915,2024-01-24,"Sitio Web"
11905,3371,840,2707,2024-06-08,"App Móvil"
11906,1188,396,350,2023-01-23,"App Móvil"
11907,953,898,2667,2024-06-03,"Sitio Web"
11908,1110,953,684,2023-12-11,"App Móvil"
11909,1335,540,1704,2023-06-05,"App Móvil"
11910,3294,597,2532,2023-08-09,"App Móvil"
11911,4138,906,2037,2024-04-10,"Sitio Web"
11912,438,63,2469,2023-10-14,"App Móvil"
11913,643,462,2819,2023-06-21,"Teléfono"
11914,413,274,999,2023-02-27,"App Móvil"
11915,428,922,2200,2023-02-05,"Sitio Web"
11916,997,291,2420,2023-06-25,"App Móvil"
11917,664,948,2267,2024-02-13,"App Móvil"
11918,3169,666,250,2023-04-14,"Sitio Web"
11919,3325,178,2876,2023-05-16,"Sitio Web"
11920,2783,622,2637,2023-09-19,"Sitio Web"
11921,340,55,1234,2024-07-09,"Sitio Web"
11922,1056,385,172,2024-05-27,"Sitio Web"
11923,2570,273,138,2024-10-16,"Sitio Web"
11924,3,593,1349,2024-03-19,"Sitio Web"
11925,4488,165,683,2024-04-29,"App Móvil"
11926,1931,509,1488,2024-07-03,"App Móvil"
11927,3709,418,694,2023-11-18,"Sitio Web"
11928,2916,539,1941,2023-08-30,"Sitio Web"
11929,2803,20,1665,2024-11-23,"Sitio Web"
11930,220,472,453,2023-06-05,"Teléfono"
11931,4803,31,541,2024-05-23,"App Móvil"
11932,3717,772,1080,2024-05-29,"App Móvil"
11933,1799,943,592,2024-10-18,"App Móvil"
11934,1749,306,1449,2023-08-10,"App Móvil"
11935,2990,198,1906,2023-08-11,"App Móvil"
11936,2244,204,1611,2024-10-29,"App Móvil"
11937,544,3,797,2023-01-03,"Teléfono"
11938,3487,260,2422,2024-10-18,"Sitio Web"
11939,4110,694,1319,2023-12-31,"App Móvil"
11940,2404,578,2285,2023-03-19,"Sitio Web"
11941,2819,271,578,2023-11-15,"Sitio Web"
11942,342,681,275,2024-11-29,"App Móvil"
11943,925,203,1095,2024-12-01,"Sitio Web"
11944,2470,688,1637,2024-12-15,"App Móvil"
11945,3865,111,2411,2024-01-03,"Teléfono"
11946,121,702,337,2023-03-02,"Sitio Web"
11947,1871,884,2517,2023-09-09,"Sitio Web"
11948,3074,535,2362,2024-09-13,"App Móvil"
11949,4100,554,1757,2024-12-27,"App Móvil"
11950,4058,903,1410,2024-08-07,"App Móvil"
11951,4273,281,247,2023-10-17,"Sitio Web"
11952,4723,136,296,2024-09-01,"Agencia"
11953,47,465,2533,2024-09-22,"App Móvil"
11954,1036,699,83,2023-05-07,"Sitio Web"
11955,1491,955,2299,2023-11-29,"Teléfono"
11956,2049,743,1997,2024-09-10,"Agencia"
11957,4128,706,40,2023-06-08,"Sitio Web"
11958,1550,314,799,2023-03-15,"App Móvil"
11959,820,796,1370,2023-04-11,"Sitio Web"
11960,3913,303,836,2023-08-05,"Sitio Web"
11961,3558,666,250,2024-11-08,"Teléfono"
11962,1642,856,2243,2024-02-29,"Sitio Web"
11963,4546,91,2191,2023-04-22,"App Móvil"
11964,3882,79,1684,2024-09-01,"App Móvil"
11965,685,590,1339,2023-01-25,"Sitio Web"
11966,4757,405,534,2024-08-11,"Sitio Web"
11967,4798,90,1343,2023-02-06,"Sitio Web"
11968,1767,515,1128,2024-11-12,"App Móvil"
11969,3578,400,2864,2023-11-20,"Teléfono"
11970,978,121,2602,2023-01-21,"Sitio Web"
11971,2982,307,604,2023-01-08,"App Móvil"
11972,3408,540,1704,2023-11-26,"App Móvil"
11973,3967,68,2600,2023-04-17,"Sitio Web"
11974,974,562,2940,2024-03-01,"Teléfono"
11975,135,555,2383,2023-07-09,"Agencia"
11976,845,298,746,2023-03-09,"Sitio Web"
11977,4558,905,123,2024-10-30,"App Móvil"
11978,4648,894,2624,2024-12-24,"Sitio Web"
11979,3136,253,2369,2024-02-20,"Sitio Web"
11980,4019,820,2154,2023-08-01,"Teléfono"
11981,2135,371,1005,2024-01-14,"App Móvil"
11982,4947,942,838,2023-07-08,"Sitio Web"
11983,2500,189,1341,2023-10-20,"Sitio Web"
11984,1188,939,2101,2023-05-25,"Sitio Web"
11985,4013,361,867,2023-02-28,"App Móvil"
11986,2944,99,2724,2024-04-16,"App Móvil"
11987,4983,829,31,2024-04-05,"App Móvil"
11988,2220,903,1058,2023-04-12,"Sitio Web"
11989,4912,10,2579,2024-12-21,"Teléfono"
11990,2532,720,2871,2024-02-25,"App Móvil"
11991,4540,688,342,2024-08-13,"Sitio Web"
11992,3943,475,373,2023-11-22,"App Móvil"
11993,2399,943,263,2024-08-09,"Sitio Web"
11994,291,556,2919,2023-12-26,"Agencia"
11995,2982,786,2994,2024-07-12,"Sitio Web"
11996,2673,505,1142,2024-09-18,"App Móvil"
11997,677,351,2048,2024-12-15,"Teléfono"
11998,2928,355,1961,2024-04-14,"App Móvil"
11999,3956,441,1846,2023-08-11,"Sitio Web"
12000,1240,112,1735,2024-05-10,"App Móvil"
