"id_transaccion","cantidad_noches","precio_noche","cantidad_personas","fecha_checkin","fecha_checkout","metodo_pago","estado_transaccion","descuento_aplicado","costo_limpieza","costo_servicio","impuestos","calificacion_huesped","calificacion_anfitrion"
13270,14,7413,3,2023-12-03,2023-12-17,"Tarjeta de crédito","Completada",27,3266,15567,21794,1,2
13271,5,10920,4,2023-06-05,2023-06-10,"Tarjeta de crédito","En curso",17,6731,8190,11466,NA,NA
13272,4,28015,6,2024-09-17,2024-09-21,"Tarjeta de crédito","Completada",13,3590,16809,23533,4,3
13273,2,23745,2,2024-05-26,2024-05-28,"Tarjeta de crédito","En curso",14,2560,7124,9973,NA,NA
13274,7,17320,4,2024-09-01,2024-09-08,"Tarjeta de crédito","Completada",24,6892,18186,25460,3,1
13275,9,34777,2,2023-04-13,2023-04-22,"Tarjeta de crédito","Completada",22,5445,46949,65729,5,3
13276,7,26922,3,2025-01-05,2025-01-12,"Transferencia bancaria","Completada",25,4108,28268,39575,1,4
13277,3,31153,3,2024-09-21,2024-09-24,"Billetera virtual","Completada",0,2174,14019,19626,2,2
13278,14,39379,2,2023-06-13,2023-06-27,"Tarjeta de crédito","Completada",18,4517,82696,115774,3,3
13279,12,32971,5,2024-04-14,2024-04-26,"Tarjeta de crédito","Pendiente",19,6053,59348,83087,NA,NA
13280,8,12928,2,2023-12-18,2023-12-26,"Transferencia bancaria","Cancelada",16,2898,15514,21719,NA,NA
13281,4,36079,8,2024-08-19,2024-08-23,"Tarjeta de crédito","Cancelada",18,6315,21647,30306,NA,NA
13282,13,64125,2,2024-03-19,2024-04-01,"Efectivo","Cancelada",3,3027,125044,175061,NA,NA
13283,13,26821,2,2024-06-15,2024-06-28,"Efectivo","En curso",15,4196,52301,73221,NA,NA
13284,9,6256,5,2025-02-13,2025-02-22,"Tarjeta de crédito","Completada",19,7718,8446,11824,2,3
13285,3,32997,2,2023-11-06,2023-11-09,"Tarjeta de crédito","Cancelada",25,7731,14849,20788,NA,NA
13286,4,15119,8,2024-10-23,2024-10-27,"Tarjeta de crédito","Completada",10,3575,9071,12700,3,5
13287,3,29495,2,2023-04-20,2023-04-23,"Efectivo","Completada",0,5219,13273,18582,1,2
13288,14,12860,8,2024-08-06,2024-08-20,"Tarjeta de crédito","Completada",18,5511,27006,37808,5,1
13289,8,12777,7,2023-02-17,2023-02-25,"Tarjeta de crédito","Pendiente",10,6240,15332,21465,NA,NA
13290,8,17942,2,2024-04-03,2024-04-11,"Tarjeta de crédito","Cancelada",7,6407,21530,30143,NA,NA
13291,11,4944,2,2023-06-11,2023-06-22,"Tarjeta de crédito","Completada",20,6096,8158,11421,2,5
13292,1,11561,2,2023-12-10,2023-12-11,"Tarjeta de crédito","Pendiente",9,4508,1734,2428,NA,NA
13293,7,21816,4,2023-03-05,2023-03-12,"Tarjeta de crédito","Completada",27,5353,22907,32070,2,3
13294,2,10208,2,2024-03-05,2024-03-07,"Billetera virtual","Cancelada",28,5891,3062,4287,NA,NA
13295,1,10405,3,2023-09-22,2023-09-23,"Tarjeta de crédito","Cancelada",19,4882,1561,2185,NA,NA
13296,8,46971,4,2024-08-19,2024-08-27,"Billetera virtual","Completada",15,6759,56365,78911,4,1
13297,6,8537,2,2025-01-01,2025-01-07,"Efectivo","Completada",17,7380,7683,10757,4,5
13298,10,21490,2,2024-04-29,2024-05-09,"Tarjeta de crédito","Completada",20,4724,32235,45129,1,4
13299,12,8838,4,2024-10-15,2024-10-27,"Tarjeta de crédito","Completada",20,2152,15908,22272,4,2
13300,8,10338,5,2023-04-13,2023-04-21,"Billetera virtual","Completada",17,4869,12406,17368,3,1
13301,8,32857,2,2023-10-04,2023-10-12,"Tarjeta de crédito","Completada",19,4885,39428,55200,4,2
13302,13,45694,7,2023-06-13,2023-06-26,"Transferencia bancaria","Completada",27,4445,89103,124745,2,4
13303,7,27780,7,2024-02-05,2024-02-12,"Tarjeta de crédito","Completada",29,2983,29169,40837,2,5
13304,12,41281,4,2025-01-10,2025-01-22,"Transferencia bancaria","Completada",30,6882,74306,104028,2,5
13305,10,36610,5,2024-03-18,2024-03-28,"Transferencia bancaria","Completada",23,4971,54915,76881,1,3
13306,13,7529,6,2023-08-28,2023-09-10,"Efectivo","Cancelada",30,6602,14682,20554,NA,NA
13307,12,21159,3,2023-11-21,2023-12-03,"Tarjeta de crédito","Cancelada",12,7213,38086,53321,NA,NA
13308,8,10150,2,2023-02-18,2023-02-26,"Tarjeta de crédito","Completada",10,6132,12180,17052,3,2
13309,3,19141,2,2023-08-27,2023-08-30,"Tarjeta de crédito","Completada",14,4437,8613,12059,1,2
13310,5,29472,11,2024-10-21,2024-10-26,"Tarjeta de crédito","Completada",4,2856,22104,30946,4,4
13311,12,29757,2,2024-09-16,2024-09-28,"Tarjeta de crédito","Completada",25,6117,53563,74988,1,3
13312,12,50589,6,2024-03-07,2024-03-19,"Tarjeta de crédito","Completada",14,7006,91060,127484,5,4
13313,14,28044,3,2023-10-10,2023-10-24,"Tarjeta de crédito","Completada",1,6475,58892,82449,2,3
13314,5,24213,7,2024-10-29,2024-11-03,"Tarjeta de crédito","Cancelada",18,7571,18160,25424,NA,NA
13315,2,24211,1,2023-06-10,2023-06-12,"Tarjeta de crédito","Completada",5,3668,7263,10169,3,1
13316,11,26216,1,2024-04-01,2024-04-12,"Tarjeta de crédito","Completada",3,7633,43256,60559,1,3
13317,1,49169,1,2024-01-09,2024-01-10,"Billetera virtual","Completada",27,4300,7375,10325,1,3
13318,5,6390,8,2023-12-27,2024-01-01,"Tarjeta de crédito","Completada",1,7940,4792,6710,2,3
13319,12,51085,2,2024-01-04,2024-01-16,"Transferencia bancaria","Completada",26,5263,91953,128734,2,5
13320,7,34194,3,2023-03-04,2023-03-11,"Transferencia bancaria","Cancelada",30,4705,35904,50265,NA,NA
13321,10,6830,2,2024-11-22,2024-12-02,"Tarjeta de crédito","Pendiente",5,7365,10245,14343,NA,NA
13322,1,33245,8,2024-07-02,2024-07-03,"Tarjeta de crédito","Completada",22,5366,4987,6981,5,4
13323,3,24038,4,2024-03-26,2024-03-29,"Tarjeta de crédito","Completada",25,2628,10817,15144,2,1
13324,1,42482,5,2024-10-27,2024-10-28,"Transferencia bancaria","Completada",29,5692,6372,8921,5,4
13325,5,29832,1,2023-05-02,2023-05-07,"Tarjeta de crédito","Completada",27,6991,22374,31324,1,5
13326,9,19555,5,2024-12-22,2024-12-31,"Tarjeta de crédito","Completada",18,4437,26399,36959,2,4
13327,9,8620,2,2024-07-22,2024-07-31,"Efectivo","Completada",21,7849,11637,16292,5,1
13328,14,14492,3,2023-07-03,2023-07-17,"Tarjeta de crédito","Cancelada",6,4579,30433,42606,NA,NA
13329,14,20669,4,2024-04-27,2024-05-11,"Tarjeta de crédito","Completada",25,3317,43405,60767,2,2
13330,5,29094,6,2024-11-17,2024-11-22,"Tarjeta de crédito","En curso",27,6165,21820,30549,NA,NA
13331,13,32161,4,2023-03-23,2023-04-05,"Billetera virtual","Completada",16,2159,62714,87800,5,2
13332,7,38761,5,2023-11-28,2023-12-05,"Tarjeta de crédito","Pendiente",19,7327,40699,56979,NA,NA
13333,3,25302,8,2023-12-04,2023-12-07,"Transferencia bancaria","Completada",20,2119,11386,15940,5,5
13334,8,11791,6,2023-03-08,2023-03-16,"Tarjeta de crédito","En curso",29,3309,14149,19809,NA,NA
13335,9,22102,8,2023-04-02,2023-04-11,"Tarjeta de crédito","Completada",12,6663,29838,41773,3,2
13336,1,40918,2,2023-07-06,2023-07-07,"Billetera virtual","Completada",3,7128,6138,8593,1,3
13337,3,62222,4,2023-03-26,2023-03-29,"Tarjeta de crédito","Cancelada",5,4946,28000,39200,NA,NA
13338,7,25404,5,2023-10-13,2023-10-20,"Tarjeta de crédito","Completada",20,4613,26674,37344,5,3
13339,10,27334,5,2024-11-12,2024-11-22,"Transferencia bancaria","Completada",2,5070,41001,57401,5,5
13340,9,48686,5,2023-07-09,2023-07-18,"Tarjeta de crédito","Cancelada",22,5511,65726,92017,NA,NA
13341,12,9120,4,2024-07-22,2024-08-03,"Tarjeta de crédito","Completada",16,2006,16416,22982,5,2
13342,10,37684,1,2023-04-29,2023-05-09,"Transferencia bancaria","Completada",9,3370,56526,79136,2,1
13343,14,6607,9,2024-01-03,2024-01-17,"Transferencia bancaria","Completada",14,7195,13875,19425,3,2
13344,10,45110,1,2024-12-10,2024-12-20,"Tarjeta de crédito","Completada",9,4456,67665,94731,5,3
13345,4,33765,3,2023-04-14,2023-04-18,"Transferencia bancaria","Completada",25,4562,20259,28363,4,1
13346,4,22138,3,2024-12-15,2024-12-19,"Tarjeta de crédito","Completada",6,6710,13283,18596,5,5
13347,12,7117,2,2023-06-30,2023-07-12,"Tarjeta de crédito","Completada",14,7777,12811,17935,1,4
13348,3,41853,4,2024-06-10,2024-06-13,"Tarjeta de crédito","Completada",1,7252,18834,26367,1,4
13349,8,11103,5,2023-03-09,2023-03-17,"Tarjeta de crédito","Completada",7,5313,13324,18653,3,3
13350,5,21446,2,2024-02-02,2024-02-07,"Efectivo","Completada",30,6636,16084,22518,3,5
13351,7,40626,2,2023-04-21,2023-04-28,"Tarjeta de crédito","Completada",5,7661,42657,59720,5,2
13352,13,20623,6,2023-09-09,2023-09-22,"Transferencia bancaria","Completada",12,7917,40215,56301,5,2
13353,9,8935,1,2025-02-28,2025-03-09,"Transferencia bancaria","Completada",27,5574,12062,16887,1,1
13354,2,41650,2,2023-10-17,2023-10-19,"Tarjeta de crédito","Completada",18,2637,12495,17493,4,5
13355,13,47577,5,2024-05-06,2024-05-19,"Transferencia bancaria","Completada",4,2105,92775,129885,2,1
13356,11,29529,3,2025-01-18,2025-01-29,"Tarjeta de crédito","Completada",12,5082,48723,68212,1,2
13357,9,28994,4,2024-04-14,2024-04-23,"Efectivo","Pendiente",20,3433,39142,54799,NA,NA
13358,6,28922,2,2024-03-29,2024-04-04,"Tarjeta de crédito","En curso",13,2859,26030,36442,NA,NA
13359,2,25640,1,2024-08-26,2024-08-28,"Tarjeta de crédito","Completada",19,2468,7692,10769,3,2
13360,14,37377,9,2024-03-02,2024-03-16,"Tarjeta de crédito","Completada",27,7271,78492,109888,1,2
13361,12,63097,2,2025-01-03,2025-01-15,"Transferencia bancaria","Completada",8,7718,113575,159004,1,4
13362,5,59209,2,2023-08-17,2023-08-22,"Tarjeta de crédito","Completada",5,5385,44407,62169,5,2
13363,12,20902,2,2023-06-04,2023-06-16,"Tarjeta de crédito","Cancelada",27,7176,37624,52673,NA,NA
13364,5,52340,3,2024-04-08,2024-04-13,"Transferencia bancaria","Completada",16,3566,39255,54957,2,5
13365,14,8996,6,2023-06-01,2023-06-15,"Billetera virtual","Cancelada",22,5201,18892,26448,NA,NA
13366,6,23374,8,2024-07-04,2024-07-10,"Tarjeta de crédito","Completada",22,2552,21037,29451,4,1
13367,14,6903,2,2024-04-16,2024-04-30,"Billetera virtual","Cancelada",28,3932,14496,20295,NA,NA
13368,14,15809,3,2024-11-24,2024-12-08,"Tarjeta de crédito","Cancelada",6,6503,33199,46478,NA,NA
13369,1,23101,6,2024-09-06,2024-09-07,"Tarjeta de crédito","Completada",13,6842,3465,4851,1,2
13370,2,6821,1,2024-03-19,2024-03-21,"Transferencia bancaria","Completada",9,4986,2046,2865,2,4
13371,11,46541,3,2023-10-06,2023-10-17,"Tarjeta de crédito","Completada",22,4230,76793,107510,5,2
13372,1,5389,3,2023-02-15,2023-02-16,"Tarjeta de crédito","Completada",20,7805,808,1132,3,3
13373,7,7060,2,2024-10-27,2024-11-03,"Tarjeta de crédito","Cancelada",20,2198,7413,10378,NA,NA
13374,3,45203,11,2024-02-07,2024-02-10,"Tarjeta de crédito","Completada",3,5075,20341,28478,2,4
13375,13,16061,8,2023-12-24,2024-01-06,"Tarjeta de crédito","Completada",30,2064,31319,43847,4,4
13376,7,43296,3,2023-08-08,2023-08-15,"Tarjeta de crédito","Completada",21,7718,45461,63645,1,5
13377,12,8952,7,2023-01-21,2023-02-02,"Tarjeta de crédito","Cancelada",2,7794,16114,22559,NA,NA
13378,12,11998,2,2023-10-30,2023-11-11,"Transferencia bancaria","Completada",13,6993,21596,30235,3,4
13379,8,20354,1,2024-08-16,2024-08-24,"Tarjeta de crédito","Completada",6,3484,24425,34195,2,1
13380,4,31739,4,2024-01-20,2024-01-24,"Billetera virtual","Cancelada",14,5909,19043,26661,NA,NA
13381,2,33887,1,2024-07-24,2024-07-26,"Tarjeta de crédito","Completada",27,2285,10166,14233,2,1
13382,10,42368,4,2024-04-27,2024-05-07,"Tarjeta de crédito","En curso",1,4745,63552,88973,NA,NA
13383,9,27957,10,2023-06-11,2023-06-20,"Transferencia bancaria","Pendiente",26,4302,37742,52839,NA,NA
13384,5,12668,2,2023-01-26,2023-01-31,"Efectivo","Completada",7,3667,9501,13301,1,2
13385,5,59833,7,2024-07-27,2024-08-01,"Billetera virtual","Completada",1,7376,44875,62825,1,4
13386,3,5063,4,2023-07-22,2023-07-25,"Tarjeta de crédito","Cancelada",23,2508,2278,3190,NA,NA
13387,4,16979,2,2024-10-09,2024-10-13,"Transferencia bancaria","Completada",8,7694,10187,14262,3,5
13388,5,9444,5,2024-12-02,2024-12-07,"Tarjeta de crédito","Completada",13,2962,7083,9916,5,3
13389,2,14761,9,2023-09-23,2023-09-25,"Tarjeta de crédito","Cancelada",6,2774,4428,6200,NA,NA
13390,6,37812,3,2024-04-24,2024-04-30,"Tarjeta de crédito","En curso",6,7738,34031,47643,NA,NA
13391,12,34537,2,2023-02-11,2023-02-23,"Tarjeta de crédito","Completada",16,3335,62167,87033,3,5
13392,7,21837,2,2025-02-18,2025-02-25,"Tarjeta de crédito","Completada",30,7185,22929,32100,1,4
13393,12,33613,12,2024-02-02,2024-02-14,"Tarjeta de crédito","Completada",4,7104,60503,84705,3,2
13394,9,34917,8,2023-12-15,2023-12-24,"Transferencia bancaria","Completada",19,6374,47138,65993,1,2
13395,4,11204,4,2024-03-04,2024-03-08,"Tarjeta de crédito","Completada",28,5259,6722,9411,4,3
13396,12,42529,2,2024-04-16,2024-04-28,"Billetera virtual","Completada",24,2669,76552,107173,1,2
13397,1,51654,9,2023-07-22,2023-07-23,"Transferencia bancaria","Completada",25,7785,7748,10847,1,2
13398,11,25357,6,2024-02-09,2024-02-20,"Transferencia bancaria","Completada",17,4581,41839,58575,4,5
13399,4,34643,8,2023-09-27,2023-10-01,"Transferencia bancaria","Completada",14,4459,20786,29100,4,5
13400,1,13841,2,2024-06-05,2024-06-06,"Tarjeta de crédito","Completada",0,4153,2076,2907,5,4
13401,8,10143,5,2024-10-29,2024-11-06,"Transferencia bancaria","Cancelada",29,7175,12172,17040,NA,NA
13402,2,33238,7,2023-02-28,2023-03-02,"Transferencia bancaria","Completada",6,5145,9971,13960,1,2
13403,1,19090,4,2024-05-02,2024-05-03,"Tarjeta de crédito","Cancelada",3,5190,2864,4009,NA,NA
13404,7,29814,1,2024-11-16,2024-11-23,"Tarjeta de crédito","Cancelada",21,7311,31305,43827,NA,NA
13405,14,34844,4,2024-10-28,2024-11-11,"Tarjeta de crédito","Completada",9,5692,73172,102441,1,4
13406,3,12748,5,2024-07-29,2024-08-01,"Tarjeta de crédito","Completada",30,3674,5737,8031,1,4
13407,9,12802,2,2024-10-13,2024-10-22,"Tarjeta de crédito","Cancelada",24,5397,17283,24196,NA,NA
13408,8,53906,6,2024-04-29,2024-05-07,"Tarjeta de crédito","Completada",17,2944,64687,90562,2,1
13409,9,9306,2,2024-05-26,2024-06-04,"Tarjeta de crédito","Completada",7,5753,12563,17588,2,1
13410,1,33032,3,2024-06-06,2024-06-07,"Tarjeta de crédito","Completada",1,6480,4955,6937,1,1
13411,5,20260,1,2024-08-02,2024-08-07,"Transferencia bancaria","En curso",23,3404,15195,21273,NA,NA
13412,13,26156,1,2023-03-21,2023-04-03,"Tarjeta de crédito","Pendiente",7,3946,51004,71406,NA,NA
13413,14,15389,3,2024-09-15,2024-09-29,"Billetera virtual","Completada",12,7884,32317,45244,5,5
13414,3,8377,6,2023-10-08,2023-10-11,"Tarjeta de crédito","Completada",13,4155,3770,5278,3,1
13415,3,15545,4,2025-01-10,2025-01-13,"Transferencia bancaria","Completada",26,6391,6995,9793,5,1
13416,5,49367,3,2025-02-06,2025-02-11,"Tarjeta de crédito","Pendiente",7,5646,37025,51835,NA,NA
13417,11,29552,7,2024-08-01,2024-08-12,"Tarjeta de crédito","Completada",5,5532,48761,68265,3,2
13418,14,31618,2,2024-09-21,2024-10-05,"Tarjeta de crédito","Completada",11,3660,66398,92957,1,3
13419,6,22172,10,2023-07-12,2023-07-18,"Billetera virtual","Pendiente",1,3795,19955,27937,NA,NA
13420,10,25965,1,2023-06-18,2023-06-28,"Tarjeta de crédito","Cancelada",15,2036,38948,54526,NA,NA
13421,5,29957,3,2024-09-24,2024-09-29,"Tarjeta de crédito","Completada",9,4735,22468,31455,2,1
13422,13,38185,6,2023-05-21,2023-06-03,"Transferencia bancaria","Completada",22,7073,74461,104245,2,1
13423,6,22545,2,2023-02-13,2023-02-19,"Billetera virtual","Completada",0,6494,20290,28407,5,3
13424,4,44299,1,2024-03-29,2024-04-02,"Transferencia bancaria","Completada",14,4404,26579,37211,4,1
13425,12,8435,1,2023-12-14,2023-12-26,"Transferencia bancaria","Completada",0,7919,15183,21256,1,4
13426,14,17150,4,2023-12-03,2023-12-17,"Efectivo","Completada",7,3891,36015,50421,4,2
13427,4,10561,2,2024-08-19,2024-08-23,"Efectivo","Completada",22,2621,6337,8871,1,1
13428,4,11314,1,2023-05-30,2023-06-03,"Transferencia bancaria","Completada",3,6364,6788,9504,4,2
13429,1,38825,6,2023-10-01,2023-10-02,"Tarjeta de crédito","Completada",10,7856,5824,8153,3,3
13430,12,19319,1,2024-08-16,2024-08-28,"Tarjeta de crédito","Completada",9,7176,34774,48684,1,3
13431,14,5294,5,2024-06-08,2024-06-22,"Transferencia bancaria","Completada",20,5721,11117,15564,1,4
13432,9,49475,7,2023-04-13,2023-04-22,"Tarjeta de crédito","Pendiente",24,3095,66791,93508,NA,NA
13433,13,67081,5,2024-02-03,2024-02-16,"Tarjeta de crédito","Cancelada",4,5795,130808,183131,NA,NA
13434,7,36810,3,2023-09-03,2023-09-10,"Tarjeta de crédito","Completada",1,3815,38650,54111,1,5
13435,9,25035,2,2024-01-23,2024-02-01,"Tarjeta de crédito","En curso",3,3882,33797,47316,NA,NA
13436,14,11515,12,2024-06-26,2024-07-10,"Tarjeta de crédito","Completada",3,6113,24182,33854,5,2
13437,10,6238,1,2023-03-17,2023-03-27,"Transferencia bancaria","Completada",21,6608,9357,13100,5,4
13438,2,7875,5,2023-10-19,2023-10-21,"Tarjeta de crédito","Completada",11,5588,2362,3308,1,1
13439,2,51584,3,2023-05-12,2023-05-14,"Tarjeta de crédito","Completada",26,7050,15475,21665,3,3
13440,11,6751,5,2024-06-06,2024-06-17,"Transferencia bancaria","Completada",16,5611,11139,15595,3,2
13441,4,7942,5,2023-09-27,2023-10-01,"Efectivo","En curso",0,4957,4765,6671,NA,NA
13442,10,36325,4,2024-01-20,2024-01-30,"Tarjeta de crédito","Completada",29,2798,54488,76282,3,3
13443,5,28649,2,2024-07-19,2024-07-24,"Efectivo","Cancelada",14,7550,21487,30081,NA,NA
13444,6,35107,8,2024-01-29,2024-02-04,"Tarjeta de crédito","Completada",21,4056,31596,44235,1,5
13445,1,34032,2,2023-07-02,2023-07-03,"Transferencia bancaria","Pendiente",27,2956,5105,7147,NA,NA
13446,6,22104,2,2024-01-26,2024-02-01,"Billetera virtual","Completada",23,4977,19894,27851,4,1
13447,10,35305,2,2025-03-15,2025-03-25,"Tarjeta de crédito","Completada",2,2912,52958,74140,4,2
13448,4,10517,2,2023-03-10,2023-03-14,"Transferencia bancaria","Completada",4,7630,6310,8834,4,1
13449,2,5629,7,2024-10-14,2024-10-16,"Tarjeta de crédito","Completada",5,6284,1689,2364,4,5
13450,3,27395,10,2023-07-30,2023-08-02,"Tarjeta de crédito","Cancelada",20,5730,12328,17259,NA,NA
13451,6,11225,1,2024-09-28,2024-10-04,"Efectivo","Completada",4,6700,10102,14144,1,2
13452,7,10467,6,2023-03-30,2023-04-06,"Tarjeta de crédito","Pendiente",18,3556,10990,15386,NA,NA
13453,3,10990,1,2024-04-20,2024-04-23,"Billetera virtual","Completada",22,5144,4946,6924,5,4
13454,2,51486,2,2024-07-14,2024-07-16,"Billetera virtual","Completada",21,2881,15446,21624,5,2
13455,10,11497,4,2023-04-08,2023-04-18,"Tarjeta de crédito","Completada",20,4985,17246,24144,5,2
13456,14,68281,2,2023-09-23,2023-10-07,"Tarjeta de crédito","Completada",9,5297,143390,200746,5,3
13457,9,24316,6,2023-12-08,2023-12-17,"Tarjeta de crédito","En curso",30,2103,32827,45957,NA,NA
13458,3,11780,2,2024-10-18,2024-10-21,"Tarjeta de crédito","Completada",2,4145,5301,7421,3,1
13459,11,8553,4,2023-03-05,2023-03-16,"Tarjeta de crédito","Completada",0,2120,14112,19757,4,5
13460,13,65962,5,2023-10-24,2023-11-06,"Tarjeta de crédito","Completada",29,2333,128626,180076,5,3
13461,14,12188,5,2023-06-04,2023-06-18,"Tarjeta de crédito","Completada",28,2208,25595,35833,5,4
13462,12,30294,2,2024-10-26,2024-11-07,"Tarjeta de crédito","Completada",30,4537,54529,76341,4,2
13463,14,7557,2,2023-10-05,2023-10-19,"Billetera virtual","Completada",11,5589,15870,22218,5,4
13464,11,26930,2,2023-11-07,2023-11-18,"Tarjeta de crédito","Completada",10,3699,44434,62208,4,4
13465,1,9491,2,2024-03-08,2024-03-09,"Transferencia bancaria","Completada",6,7494,1424,1993,5,3
13466,1,42342,4,2024-08-20,2024-08-21,"Tarjeta de crédito","Completada",6,5571,6351,8892,2,1
13467,5,34390,1,2025-01-24,2025-01-29,"Tarjeta de crédito","Cancelada",10,5308,25792,36110,NA,NA
13468,14,40186,3,2024-12-08,2024-12-22,"Tarjeta de crédito","Completada",19,6886,84391,118147,5,3
13469,2,11285,5,2023-04-09,2023-04-11,"Tarjeta de crédito","Completada",29,7183,3386,4740,1,1
13470,4,7854,1,2023-08-06,2023-08-10,"Transferencia bancaria","Completada",16,2099,4712,6597,5,3
13471,12,22974,2,2023-05-04,2023-05-16,"Transferencia bancaria","Completada",19,5276,41353,57894,5,2
13472,13,15180,1,2023-12-05,2023-12-18,"Transferencia bancaria","Pendiente",12,7771,29601,41441,NA,NA
13473,10,20188,5,2024-05-27,2024-06-06,"Tarjeta de crédito","Completada",21,5793,30282,42395,5,2
13474,8,38322,2,2024-01-20,2024-01-28,"Efectivo","Completada",23,5721,45986,64381,5,4
13475,1,50233,7,2024-07-15,2024-07-16,"Billetera virtual","En curso",21,7508,7535,10549,NA,NA
13476,3,11901,8,2024-02-10,2024-02-13,"Transferencia bancaria","En curso",9,3210,5355,7498,NA,NA
13477,3,28659,3,2024-10-01,2024-10-04,"Billetera virtual","Completada",20,2745,12897,18055,1,5
13478,5,38438,6,2024-06-23,2024-06-28,"Tarjeta de crédito","Completada",0,2164,28828,40360,1,3
13479,14,22861,1,2024-12-10,2024-12-24,"Tarjeta de crédito","Pendiente",18,2581,48008,67211,NA,NA
13480,5,52916,5,2024-10-01,2024-10-06,"Transferencia bancaria","Completada",22,4169,39687,55562,1,2
13481,7,6910,2,2024-06-11,2024-06-18,"Efectivo","Pendiente",6,2707,7256,10158,NA,NA
13482,9,47165,1,2025-03-15,2025-03-24,"Tarjeta de crédito","Completada",23,4788,63673,89142,3,3
13483,7,38071,10,2023-06-09,2023-06-16,"Tarjeta de crédito","Completada",18,7430,39975,55964,3,4
13484,10,8498,5,2023-10-28,2023-11-07,"Tarjeta de crédito","Pendiente",27,4489,12747,17846,NA,NA
13485,3,15661,5,2024-06-28,2024-07-01,"Transferencia bancaria","Completada",9,4371,7047,9866,5,1
13486,10,32647,10,2023-07-09,2023-07-19,"Tarjeta de crédito","En curso",30,6318,48970,68559,NA,NA
13487,7,40687,5,2023-05-29,2023-06-05,"Transferencia bancaria","Completada",13,2877,42721,59810,5,5
13488,9,28934,5,2024-10-20,2024-10-29,"Billetera virtual","Completada",1,4334,39061,54685,5,2
13489,6,36681,11,2023-08-03,2023-08-09,"Efectivo","Cancelada",4,5311,33013,46218,NA,NA
13490,14,8919,3,2023-06-07,2023-06-21,"Efectivo","En curso",24,7969,18730,26222,NA,NA
13491,13,17504,2,2023-10-09,2023-10-22,"Billetera virtual","Completada",6,2542,34133,47786,2,4
13492,7,14122,4,2023-07-23,2023-07-30,"Transferencia bancaria","Completada",4,4539,14828,20759,4,5
13493,8,13703,1,2024-09-08,2024-09-16,"Tarjeta de crédito","Completada",23,2108,16444,23021,1,3
13494,4,30319,4,2023-03-14,2023-03-18,"Transferencia bancaria","Pendiente",28,2029,18191,25468,NA,NA
13495,3,17403,6,2023-09-26,2023-09-29,"Billetera virtual","Completada",7,7423,7831,10964,4,3
13496,8,14584,8,2023-04-28,2023-05-06,"Billetera virtual","Completada",29,5267,17501,24501,3,3
13497,5,8314,6,2024-05-17,2024-05-22,"Tarjeta de crédito","Cancelada",2,2707,6236,8730,NA,NA
13498,8,5942,1,2023-02-23,2023-03-03,"Tarjeta de crédito","Completada",1,7049,7130,9983,4,2
13499,3,34635,3,2024-03-19,2024-03-22,"Tarjeta de crédito","Completada",12,7658,15586,21820,3,1
13500,10,38861,11,2025-03-07,2025-03-17,"Efectivo","Completada",0,3492,58292,81608,3,5
13501,1,11773,5,2023-08-19,2023-08-20,"Efectivo","Completada",29,7340,1766,2472,4,3
13502,3,54185,5,2023-11-14,2023-11-17,"Tarjeta de crédito","Completada",20,5303,24383,34137,5,3
13503,6,34465,8,2023-10-24,2023-10-30,"Tarjeta de crédito","En curso",22,4517,31018,43426,NA,NA
13504,10,18899,10,2023-07-19,2023-07-29,"Transferencia bancaria","Completada",12,4391,28348,39688,3,2
13505,8,10508,8,2024-08-03,2024-08-11,"Tarjeta de crédito","Completada",2,2079,12610,17653,3,1
13506,3,14424,11,2023-12-12,2023-12-15,"Tarjeta de crédito","Completada",4,3541,6491,9087,5,2
13507,7,9222,6,2025-01-19,2025-01-26,"Tarjeta de crédito","Cancelada",21,4628,9683,13556,NA,NA
13508,8,39641,2,2024-09-28,2024-10-06,"Tarjeta de crédito","Completada",27,2796,47569,66597,4,1
13509,5,43838,6,2025-03-17,2025-03-22,"Tarjeta de crédito","En curso",30,3141,32878,46030,NA,NA
13510,11,36454,2,2024-01-19,2024-01-30,"Transferencia bancaria","Completada",17,7314,60149,84209,1,4
13511,2,12503,6,2023-07-07,2023-07-09,"Transferencia bancaria","Completada",29,5764,3751,5251,2,3
13512,1,11858,2,2023-11-01,2023-11-02,"Billetera virtual","Cancelada",30,7161,1779,2490,NA,NA
13513,4,17783,1,2023-10-25,2023-10-29,"Tarjeta de crédito","Completada",22,6307,10670,14938,4,3
13514,8,7586,2,2024-07-24,2024-08-01,"Transferencia bancaria","Completada",19,7712,9103,12744,3,2
13515,5,35451,8,2024-12-27,2025-01-01,"Tarjeta de crédito","Completada",15,5994,26588,37224,3,5
13516,8,23094,2,2023-11-29,2023-12-07,"Billetera virtual","Completada",12,2527,27713,38798,3,4
13517,14,55790,5,2023-02-22,2023-03-08,"Transferencia bancaria","Completada",29,5802,117159,164023,1,5
13518,8,27700,6,2024-04-19,2024-04-27,"Tarjeta de crédito","Completada",23,3958,33240,46536,1,4
13519,5,40170,9,2024-11-16,2024-11-21,"Tarjeta de crédito","En curso",26,2143,30128,42178,NA,NA
13520,12,18228,1,2024-02-01,2024-02-13,"Tarjeta de crédito","Completada",10,4591,32810,45935,1,5
13521,6,27165,5,2023-09-04,2023-09-10,"Tarjeta de crédito","Completada",4,5118,24448,34228,1,1
